Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Oct 11 2020,5:53pm,NZD,Low,Visitor Arrivals m/m,104.7%,,8.8%
,7:50pm,JPY,Low,Bank Lending y/y,6.4%,6.5%,6.7%
,,JPY,Low,Core Machinery Orders m/m,0.2%,-1.0%,6.3%
,,JPY,Low,PPI y/y,-0.8%,-0.5%,-0.6%
Mon Oct 12 2020,1:45am,CHF,Low,SECO Economic Forecasts,,,
,1:58am,JPY,Low,Prelim Machine Tool Orders y/y,-15.0%,,-23.2%
,1:59am,EUR,Low,German WPI m/m,0.0%,0.2%,-0.4%
,All Day,USD,Holiday,Bank Holiday,,,
,All Day,CAD,Holiday,Bank Holiday,,,
,10:00am,GBP,Low,MPC Member Haskel Speaks,,,
,12:00pm,GBP,Medium,BOE Gov Bailey Speaks,,,
,5:45pm,NZD,Low,FPI m/m,-1.0%,,0.7%
,7:01pm,GBP,Low,BRC Retail Sales Monitor y/y,6.1%,3.5%,4.7%
,7:50pm,JPY,Low,M2 Money Stock y/y,9.0%,9.1%,8.6%
,11:03pm,CNY,Low,Trade Balance,258B,420B,417B
,11:04pm,CNY,Low,USD-Denominated Trade Balance,37.0B,59.3B,58.9B
Tue Oct 13 2020,1:59am,EUR,Low,German Final CPI m/m,-0.2%,-0.2%,-0.2%
,2:00am,GBP,Medium,Claimant Count Change,28.1K,78.8K,39.5K
,,GBP,Low,Unemployment Rate,4.5%,4.3%,4.1%
,2:02am,GBP,Low,Average Earnings Index 3m/y,0.0%,-0.6%,-1.0%
,5:00am,EUR,Low,ZEW Economic Sentiment,52.3,72.0,73.9
,,EUR,Low,German ZEW Economic Sentiment,56.1,74.1,77.4
,6:00am,USD,Low,NFIB Small Business Index,104.0,100.9,100.2
,8:30am,USD,Medium,CPI m/m,0.2%,0.2%,0.4%
,,USD,Medium,Core CPI m/m,0.2%,0.2%,0.4%
,10:00am,GBP,High,BOE Gov Bailey Speaks,,,
,7:30pm,AUD,Low,Westpac Consumer Sentiment,11.9%,,18.0%
Wed Oct 14 2020,12:30am,JPY,Low,Revised Industrial Production m/m,1.0%,1.7%,1.7%
,4:00am,EUR,Medium,ECB President Lagarde Speaks,,,
,4:32am,CNY,Low,M2 Money Supply y/y,10.9%,10.4%,10.4%
,,CNY,Low,New Loans,1900B,1700B,1280B
,5:00am,EUR,Low,Industrial Production m/m,0.7%,0.8%,5.0%
,5:36am,EUR,Low,German 30-y Bond Auction,-0.16|2.4,,-0.07|1.9
,8:30am,USD,Medium,Core PPI m/m,0.4%,0.2%,0.4%
,,USD,Medium,PPI m/m,0.4%,0.2%,0.3%
,9:00am,GBP,Low,MPC Member Haldane Speaks,,,
,,USD,Low,FOMC Member Clarida Speaks,,,
,10:30am,CAD,Low,Gov Council Member Lane Speaks,,,
,,USD,Low,FOMC Member Quarles Speaks,,,
,3:00pm,USD,Low,FOMC Member Quarles Speaks,,,
,5:45pm,AUD,High,RBA Gov Lowe Speaks,,,
,6:00pm,USD,Low,FOMC Member Kaplan Speaks,,,
,8:00pm,AUD,Low,MI Inflation Expectations,3.4%,,3.1%
,8:30pm,AUD,High,Employment Change,-29.5K,-38.0K,129.1K
,,AUD,High,Unemployment Rate,6.9%,7.0%,6.8%
,9:30pm,CNY,Low,CPI y/y,1.7%,1.9%,2.4%
,,CNY,Low,PPI y/y,-2.1%,-1.9%,-2.0%
Thu Oct 15 2020,12:30am,JPY,Low,Tertiary Industry Activity m/m,0.8%,1.2%,0.1%
,2:30am,CHF,Low,PPI m/m,0.1%,0.2%,-0.4%
,2:45am,EUR,Low,French Final CPI m/m,-0.5%,-0.5%,-0.5%
,4:30am,GBP,Low,BOE Credit Conditions Survey,,,
,All Day,EUR,High,EU Economic Summit,,,
,8:30am,USD,Medium,Philly Fed Manufacturing Index,32.3,14.4,15.0
,,USD,Medium,Unemployment Claims,898K,810K,845K
,,USD,Low,Empire State Manufacturing Index,10.5,13.9,17.0
,,USD,Low,Import Prices m/m,0.3%,0.3%,0.9%
,8:32am,CAD,Low,ADP Non-Farm Employment Change,-240.8K,,-770.6K
,9:00am,GBP,Low,MPC Member Cunliffe Speaks,,,
,9:30am,GBP,Low,CB Leading Index m/m,0.5%,,0.8%
,9:45am,CAD,Low,Gov Council Member Lane Speaks,,,
,10:30am,USD,Low,Natural Gas Storage,46B,58B,75B
,11:00am,USD,Low,Crude Oil Inventories,-3.8M,-2.1M,0.5M
,,USD,Low,FOMC Member Kaplan Speaks,,,
,,USD,Low,FOMC Member Quarles Speaks,,,
,12:00pm,EUR,Medium,ECB President Lagarde Speaks,,,
,5:00pm,USD,Low,FOMC Member Kashkari Speaks,,,
,5:30pm,NZD,Low,BusinessNZ Manufacturing Index,54.0,,51.0
Fri Oct 16 2020,12:30am,AUD,Low,RBA Annual Report,,,
,4:57am,CNY,Low,Foreign Direct Investment ytd/y,5.2%,,2.6%
,5:00am,EUR,Low,Final CPI y/y,-0.3%,-0.3%,-0.3%
,,EUR,Low,Final Core CPI y/y,0.2%,0.2%,0.2%
,,EUR,Low,Trade Balance,21.9B,18.1B,19.3B
,5:02am,EUR,Low,Italian Trade Balance,3.93B,7.23B,9.69B
,Day 1,All,Low,IMF Meetings,,,
,8:30am,CAD,Low,Foreign Securities Purchases,15.51B,-3.01B,-8.49B
,,CAD,Low,Manufacturing Sales m/m,-2.0%,-1.4%,7.2%
,,USD,High,Core Retail Sales m/m,1.5%,0.4%,0.5%
,,USD,High,Retail Sales m/m,1.9%,0.7%,0.6%
,9:15am,USD,Low,Capacity Utilization Rate,71.5%,72.1%,72.0%
,,USD,Low,Industrial Production m/m,-0.6%,0.6%,0.4%
,10:00am,USD,Medium,Prelim UoM Consumer Sentiment,81.2,80.2,80.4
,,USD,Low,Business Inventories m/m,0.3%,0.3%,0.1%
,,USD,Low,Prelim UoM Inflation Expectations,2.7%,,2.6%
,2:00pm,USD,Low,Federal Budget Balance,-124.6B,-123.3B,-200.1B
,4:00pm,USD,Low,TIC Long-Term Purchases,27.8B,20.0B,11.3B
,All Day,NZD,High,Parliamentary Elections,,,
Sat Oct 17 2020,Day 2,All,Low,IMF Meetings,,,
