Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Dec 15 2019,5:00pm,AUD,Low,Flash Manufacturing PMI,49.4,,49.9
,,AUD,Low,Flash Services PMI,49.5,,49.7
,5:30pm,AUD,Low,Mid-Year Economic and Fiscal Outlook,,,
,7:01pm,GBP,Low,Rightmove HPI m/m,-0.9%,,-1.3%
,7:30pm,JPY,Low,Flash Manufacturing PMI,48.8,48.7,48.9
,9:00pm,CNY,Medium,Fixed Asset Investment ytd/y,5.2%,5.2%,5.2%
,,CNY,Medium,Industrial Production y/y,6.2%,5.1%,4.7%
,,CNY,Low,Retail Sales y/y,8.0%,7.6%,7.2%
,,CNY,Low,Unemployment Rate,5.1%,,5.1%
,11:30pm,JPY,Low,Tertiary Industry Activity m/m,-4.6%,-3.5%,2.3%
Mon Dec 16 2019,3:15am,EUR,High,French Flash Services PMI,52.4,52.1,52.2
,,EUR,Medium,French Flash Manufacturing PMI,50.3,51.5,51.7
,3:30am,EUR,High,German Flash Manufacturing PMI,43.4,44.6,44.1
,,EUR,High,German Flash Services PMI,52.0,52.1,51.7
,4:00am,EUR,Medium,Flash Manufacturing PMI,45.9,47.3,46.9
,,EUR,Medium,Flash Services PMI,52.4,52.0,51.9
,4:30am,GBP,High,Flash Manufacturing PMI,47.4,49.1,48.9
,,GBP,High,Flash Services PMI,49.0,49.6,49.3
,6:00am,EUR,Low,German Buba Monthly Report,,,
,8:30am,CAD,Low,Foreign Securities Purchases,11.32B,5.12B,5.02B
,,USD,Low,Empire State Manufacturing Index,3.5,5.1,2.9
,9:45am,USD,High,Flash Manufacturing PMI,52.5,52.6,52.6
,,USD,Low,Flash Services PMI,52.2,52.0,51.6
,10:00am,USD,Low,NAHB Housing Market Index,76,70,71
,12:00pm,GBP,High,Bank Stress Test Results,,,
,,GBP,Medium,BOE Financial Stability Report,,,
,,GBP,Low,FPC Meeting Minutes,,,
,,GBP,Low,FPC Statement,,,
,3:00pm,NZD,Low,Westpac Consumer Sentiment,109.9,,103.1
,4:00pm,USD,Low,TIC Long-Term Purchases,32.5B,52.2B,49.5B
,7:00pm,NZD,High,ANZ Business Confidence,-13.2,,-26.4
,7:30pm,AUD,High,Monetary Policy Meeting Minutes,,,
Tue Dec 17 2019,4:04am,EUR,Low,Italian Trade Balance,8.06B,2.82B,2.69B
,4:30am,GBP,Medium,Average Earnings Index 3m/y,3.2%,3.4%,3.7%
,,GBP,Low,Claimant Count Change,28.8K,21.2K,26.4K
,,GBP,Low,Unemployment Rate,3.8%,3.9%,3.8%
,5:00am,EUR,Low,Trade Balance,24.5B,19.7B,18.7B
,6:00am,GBP,Low,CBI Industrial Order Expectations,-28,-25,-26
,8:30am,CAD,Medium,Manufacturing Sales m/m,-0.7%,0.0%,-0.2%
,,USD,Medium,Building Permits,1.48M,1.41M,1.46M
,,USD,Low,Housing Starts,1.37M,1.34M,1.32M
,9:15am,USD,Low,Capacity Utilization Rate,77.3%,77.4%,76.6%
,,USD,Low,Industrial Production m/m,1.1%,0.8%,-0.9%
,9:48am,NZD,Low,GDT Price Index,-5.1%,,-0.5%
,10:00am,USD,Low,JOLTS Job Openings,7.27M,7.01M,7.03M
,10:01am,USD,Low,IBD/TIPP Economic Optimism,57.0,54.2,52.9
,10:30am,AUD,Low,CB Leading Index m/m,0.2%,,0.2%
,12:30pm,USD,Low,FOMC Member Rosengren Speaks,,,
,2:15pm,GBP,Medium,BOE Gov Carney Speaks,,,
,4:45pm,NZD,Low,Current Account,-6.35B,-6.32B,-1.04B
,6:30pm,AUD,Low,MI Leading Index m/m,-0.1%,,-0.2%
,6:50pm,JPY,Low,Trade Balance,-0.06T,-0.06T,-0.05T
Wed Dec 18 2019,2:00am,EUR,Low,German PPI m/m,0.0%,0.1%,-0.2%
,3:30am,EUR,Medium,ECB President Lagarde Speaks,,,
,4:00am,EUR,Medium,German ifo Business Climate,96.3,95.6,95.1
,4:30am,GBP,High,CPI y/y,1.5%,1.4%,1.5%
,,GBP,Medium,PPI Input m/m,-0.3%,0.0%,-1.1%
,,GBP,Low,Core CPI y/y,1.7%,1.7%,1.7%
,,GBP,Low,HPI y/y,0.7%,1.5%,1.3%
,,GBP,Low,PPI Output m/m,-0.2%,0.1%,-0.1%
,,GBP,Low,RPI y/y,2.2%,2.0%,2.1%
,5:00am,EUR,Low,Final CPI y/y,1.0%,1.0%,1.0%
