Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun May 9 2021,9:30pm,AUD,Medium,Retail Sales m/m,1.3%,1.4%,1.4%
,,AUD,Low,NAB Business Confidence,26,,17
Mon May 10 2021,3:30am,GBP,Low,Halifax HPI m/m,1.4%,0.3%,1.1%
,4:30am,EUR,Low,Sentix Investor Confidence,21.0,14.9,13.1
,1:15pm,USD,Low,President Biden Speaks,,,
,2:00pm,USD,Low,FOMC Member Evans Speaks,,,
,7:01pm,GBP,Low,BRC Retail Sales Monitor y/y,39.6%,9.3%,20.3%
,7:30pm,JPY,Low,Household Spending y/y,6.2%,1.4%,-6.6%
,7:50pm,JPY,Low,BOJ Summary of Opinions,,,
,9:30pm,CNY,Low,CPI y/y,0.9%,1.0%,0.4%
,,CNY,Low,PPI y/y,6.8%,6.5%,4.4%
,11:35pm,JPY,Low,10-y Bond Auction,0.07|3.0,,0.12|3.5
Tue May 11 2021,2:00am,EUR,Low,German WPI m/m,1.1%,1.8%,1.7%
,4:00am,EUR,Low,Italian Industrial Production m/m,-0.1%,0.5%,0.1%
,5:00am,EUR,Low,ZEW Economic Sentiment,84.0,68.0,66.3
,,EUR,Low,German ZEW Economic Sentiment,84.4,72.0,70.7
,5:30am,AUD,Medium,Annual Budget Release,,,
,6:00am,USD,Low,NFIB Small Business Index,99.8,100.7,98.2
,10:00am,USD,Low,JOLTS Job Openings,8.12M,7.50M,7.53M
,10:30am,GBP,High,BOE Gov Bailey Speaks,,,
,,USD,Low,FOMC Member Williams Speaks,,,
,12:00pm,USD,Low,FOMC Member Brainard Speaks,,,
,1:00pm,USD,Low,FOMC Member Daly Speaks,,,
,1:15pm,USD,Low,FOMC Member Bostic Speaks,,,
Wed May 12 2021,1:00am,JPY,Low,Leading Indicators,103.2%,102.8%,98.7%
,2:00am,EUR,Low,German Final CPI m/m,0.7%,0.7%,0.7%
,,GBP,Medium,Prelim GDP q/q,-1.5%,-1.6%,1.3%
,,GBP,Low,Construction Output m/m,5.8%,1.1%,2.3%
,,GBP,Low,GDP m/m,2.1%,1.5%,0.7%
,,GBP,Low,Goods Trade Balance,-11.7B,-14.2B,-10.5B
,,GBP,Low,Index of Services 3m/3m,-2.0%,-1.7%,-2.1%
,,GBP,Low,Industrial Production m/m,1.8%,1.0%,1.0%
,,GBP,Low,Manufacturing Production m/m,2.1%,1.0%,1.5%
,,GBP,Low,Prelim Business Investment q/q,-11.9%,-2.5%,5.9%
,2:45am,EUR,Low,French Final CPI m/m,0.1%,0.2%,0.2%
,4:30am,CNY,Low,M2 Money Supply y/y,8.1%,9.2%,9.4%
,,CNY,Low,New Loans,1470B,1575B,2730B
,5:00am,EUR,Medium,EU Economic Forecasts,,,
,,EUR,Low,Industrial Production m/m,0.1%,0.8%,-1.2%
,8:30am,USD,High,CPI m/m,0.8%,0.2%,0.6%
,,USD,High,Core CPI m/m,0.9%,0.3%,0.3%
,8:46am,GBP,Low,NIESR GDP Estimate,1.3%,,-1.5%
,9:00am,USD,Low,FOMC Member Clarida Speaks,,,
,10:00am,GBP,High,BOE Gov Bailey Speaks,,,
,10:30am,USD,Medium,Crude Oil Inventories,-0.4M,-2.1M,-8.0M
,1:00pm,USD,Low,FOMC Member Bostic Speaks,,,
,1:03pm,USD,Medium,10-y Bond Auction,1.68|2.5,,1.68|2.4
,2:00pm,USD,Low,Federal Budget Balance,-225.6B,-212.5B,-659.6B
,6:45pm,NZD,Low,FPI m/m,1.1%,,0.0%
,7:01pm,GBP,Low,RICS House Price Balance,75%,62%,62%
,7:50pm,JPY,Low,Bank Lending y/y,4.8%,6.3%,6.2%
,,JPY,Low,Current Account,1.70T,1.87T,1.84T
,11:35pm,JPY,Low,30-y Bond Auction,0.65|3.1,,0.69|3.1
Thu May 13 2021,1:00am,JPY,Low,Economy Watchers Sentiment,39.1,47.1,49.0
,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,EUR,Holiday,French Bank Holiday,,,
,All Day,EUR,Holiday,German Bank Holiday,,,
,3:55am,CNY,Low,Foreign Direct Investment ytd/y,38.6%,,39.9%
,8:00am,GBP,Low,MPC Member Cunliffe Speaks,,,
,8:30am,USD,Medium,Unemployment Claims,473K,487K,507K
,,USD,Low,Core PPI m/m,0.7%,0.4%,0.7%
,,USD,Low,PPI m/m,0.6%,0.3%,1.0%
,10:00am,USD,Low,FOMC Member Barkin Speaks,,,
,10:30am,USD,Low,Natural Gas Storage,71B,74B,60B
,11:00am,CAD,High,BOC Gov Macklem Speaks,,,
,12:00pm,GBP,Medium,BOE Gov Bailey Speaks,,,
,1:00pm,USD,Low,FOMC Member Waller Speaks,,,
,1:01pm,USD,Medium,30-y Bond Auction,2.40|2.2,,2.32|2.5
,6:30pm,NZD,Low,BusinessNZ Manufacturing Index,58.4,,63.6
,7:50pm,JPY,Low,M2 Money Stock y/y,9.2%,9.4%,9.4%
Fri May 14 2021,7:30am,EUR,Low,ECB Monetary Policy Meeting Accounts,,,
,8:30am,CAD,Low,Manufacturing Sales m/m,3.5%,3.5%,-1.1%
,,CAD,Low,Wholesale Sales m/m,2.8%,1.0%,-0.9%
,,USD,High,Retail Sales m/m,0.0%,1.0%,10.7%
,,USD,Low,Import Prices m/m,0.7%,0.6%,1.4%
,8:32am,USD,High,Core Retail Sales m/m,-0.8%,0.5%,9.0%
,9:15am,USD,Medium,Industrial Production m/m,0.7%,0.9%,2.4%
,,USD,Low,Capacity Utilization Rate,74.9%,75.0%,74.4%
,9:30am,GBP,Low,CB Leading Index m/m,0.1%,,-0.4%
,10:00am,USD,Medium,Prelim UoM Consumer Sentiment,82.8,90.2,88.3
,,USD,Low,Business Inventories m/m,0.3%,0.3%,0.6%
,,USD,Low,Prelim UoM Inflation Expectations,4.6%,,3.4%
Sat May 15 2021,,,No specified,,,,
