Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jul 16 2017,7:01pm,GBP,Low,Rightmove HPI m/m,0.1%,,-0.4%
,All Day,JPY,Holiday,Bank Holiday,,,
,10:00pm,CNY,High,GDP q/y,6.9%,6.8%,6.9%
,,CNY,High,Industrial Production y/y,7.6%,6.5%,6.5%
,,CNY,Medium,Fixed Asset Investment ytd/y,8.6%,8.5%,8.6%
,,CNY,Medium,NBS Press Conference,,,
,,CNY,Low,Retail Sales y/y,11.0%,10.6%,10.7%
Mon Jul 17 2017,5:00am,EUR,Medium,Final CPI y/y,1.3%,1.3%,1.3%
,,EUR,Low,Final Core CPI y/y,1.1%,1.1%,1.1%
,8:30am,CAD,Medium,Foreign Securities Purchases,29.46B,9.78B,10.61B
,,USD,Medium,Empire State Manufacturing Index,9.8,15.2,19.8
,6:45pm,NZD,High,CPI q/q,0.0%,0.2%,1.0%
,9:30pm,AUD,High,Monetary Policy Meeting Minutes,,,
,,AUD,Low,New Motor Vehicle Sales m/m,1.2%,,3.1%
Tue Jul 18 2017,4:30am,GBP,High,CPI y/y,2.6%,2.9%,2.9%
,,GBP,Medium,PPI Input m/m,-0.4%,-0.8%,-0.7%
,,GBP,Medium,RPI y/y,3.5%,3.6%,3.7%
,,GBP,Low,Core CPI y/y,2.4%,2.6%,2.6%
,,GBP,Low,HPI y/y,4.7%,3.0%,5.3%
,,GBP,Low,PPI Output m/m,0.0%,0.1%,0.1%
,5:00am,EUR,Medium,German ZEW Economic Sentiment,17.5,17.8,18.6
,,EUR,Low,ZEW Economic Sentiment,35.6,37.2,37.7
,8:30am,USD,Medium,Import Prices m/m,-0.2%,-0.2%,-0.1%
,9:30am,GBP,High,BOE Gov Carney Speaks,,,
,10:00am,USD,Low,NAHB Housing Market Index,64,67,66
,10:37am,NZD,Medium,GDT Price Index,0.2%,,-0.4%
,4:00pm,USD,Low,TIC Long-Term Purchases,91.9B,20.3B,9.7B
,8:30pm,AUD,Low,MI Leading Index m/m,-0.1%,,0.0%
Wed Jul 19 2017,5:34am,EUR,Low,German 30-y Bond Auction,1.29|1.8,,1.02|2.0
,8:30am,CAD,Medium,Manufacturing Sales m/m,1.1%,0.9%,0.4%
,,USD,High,Building Permits,1.25M,1.20M,1.17M
,,USD,Medium,Housing Starts,1.22M,1.16M,1.12M
,10:30am,AUD,Low,CB Leading Index m/m,0.1%,,0.5%
,,USD,High,Crude Oil Inventories,-4.7M,-3.6M,-7.6M
,7:50pm,JPY,Low,Trade Balance,0.08T,0.12T,0.12T
,9:30pm,AUD,High,Employment Change,14.0K,14.4K,38.0K
,,AUD,High,Unemployment Rate,5.6%,5.6%,5.6%
,,AUD,Low,NAB Quarterly Business Confidence,7,,7
,11:10pm,JPY,High,BOJ Outlook Report,,,
,,JPY,High,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
,,JPY,High,Monetary Policy Statement,,,
Thu Jul 20 2017,12:30am,JPY,Low,All Industries Activity m/m,-0.9%,-0.8%,2.3%
,2:00am,CHF,Low,Trade Balance,2.81B,2.89B,3.39B
,,EUR,Low,German PPI m/m,0.0%,-0.1%,-0.2%
,2:30am,JPY,High,BOJ Press Conference,,,
,4:00am,EUR,Low,Current Account,30.1B,23.3B,23.5B
,4:30am,GBP,High,Retail Sales m/m,0.6%,0.4%,-1.1%
,4:43am,EUR,Low,Spanish 10-y Bond Auction,1.65|1.2,,1.40|1.8
,7:45am,EUR,High,Main Refinancing Rate,0.00%,0.00%,0.00%
,,EUR,High,Monetary Policy Statement,,,
,8:30am,EUR,High,ECB Press Conference,,,
,,USD,High,Unemployment Claims,233K,245K,248K
,,USD,Medium,Philly Fed Manufacturing Index,19.5,23.4,27.6
,10:00am,EUR,Low,Consumer Confidence,-2,-1,-1
,,USD,Low,CB Leading Index m/m,0.6%,0.4%,0.2%
,10:30am,USD,Low,Natural Gas Storage,28B,39B,57B
,6:45pm,NZD,Low,Visitor Arrivals m/m,5.1%,,-1.4%
,10:40pm,AUD,Medium,RBA Deputy Gov Debelle Speaks,,,
,11:00pm,NZD,Low,Credit Card Spending y/y,8.3%,,7.6%
Fri Jul 21 2017,12:15am,AUD,Low,RBA Assist Gov Bullock Speaks,,,
,4:30am,GBP,Medium,Public Sector Net Borrowing,6.3B,4.3B,6.4B
,8:30am,CAD,High,CPI m/m,-0.1%,-0.1%,0.1%
,,CAD,High,Core Retail Sales m/m,-0.1%,0.0%,1.3%
,,CAD,Medium,Common CPI y/y,1.4%,,1.3%
,,CAD,Medium,Median CPI y/y,1.6%,,1.5%
,,CAD,Medium,Retail Sales m/m,0.6%,0.3%,0.7%
,,CAD,Medium,Trimmed CPI y/y,1.2%,,1.2%
,,CAD,Low,Core CPI m/m,0.1%,,0.1%
Sat Jul 22 2017,,,No specified,,,,
