Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Mar 13 2016,3:00am,CAD,Holiday,Daylight Saving Time Shift,,,
,,USD,Holiday,Daylight Saving Time Shift,,,
,7:50pm,JPY,Low,Core Machinery Orders m/m,15.0%,2.0%,4.2%
Mon Mar 14 2016,6:00am,EUR,Low,Industrial Production m/m,2.1%,1.7%,-0.5%
,3:00pm,NZD,High,RBNZ Gov Wheeler Speaks,,,
,8:30pm,AUD,High,Monetary Policy Meeting Minutes,,,
,,AUD,Low,New Motor Vehicle Sales m/m,-0.1%,,0.4%
,11:35pm,JPY,High,BOJ Policy Rate,-0.10%,,-0.10%
,,JPY,High,Monetary Policy Statement,,,
Tue Mar 15 2016,12:30am,JPY,Low,Revised Industrial Production m/m,3.7%,3.7%,3.7%
,,JPY,Low,Tertiary Industry Activity m/m,1.5%,0.4%,-0.6%
,2:32am,JPY,High,BOJ Press Conference,,,
,3:45am,EUR,Low,French Final CPI m/m,0.3%,0.2%,0.2%
,6:00am,EUR,Low,Final Employment Change q/q,0.3%,0.2%,0.3%
,8:30am,USD,High,Core Retail Sales m/m,-0.1%,-0.2%,-0.4%
,,USD,High,PPI m/m,-0.2%,-0.2%,0.1%
,,USD,High,Retail Sales m/m,-0.1%,-0.1%,-0.4%
,,USD,Medium,Core PPI m/m,0.0%,0.1%,0.4%
,,USD,Medium,Empire State Manufacturing Index,0.6,-10.3,-16.6
,10:00am,USD,Low,Business Inventories m/m,0.1%,0.0%,0.1%
,,USD,Low,NAHB Housing Market Index,58,59,58
,10:09am,NZD,High,GDT Price Index,-2.9%,,1.4%
,4:00pm,USD,Low,TIC Long-Term Purchases,-12.0B,3.2B,-29.4B
,5:45pm,NZD,Medium,Current Account,-2.61B,-2.97B,-4.74B
,7:30pm,AUD,Low,MI Leading Index m/m,-0.2%,,0.1%
Wed Mar 16 2016,5:30am,GBP,High,Average Earnings Index 3m/y,2.1%,2.0%,1.9%
,,GBP,High,Claimant Count Change,-18.0K,-8.8K,-28.4K
,,GBP,Medium,Unemployment Rate,5.1%,5.1%,5.1%
,6:32am,EUR,Low,German 10-y Bond Auction,0.30|1.4,,0.26|1.2
,8:30am,CAD,High,Manufacturing Sales m/m,2.3%,0.4%,1.4%
,,CAD,Medium,Foreign Securities Purchases,13.51B,10.20B,-1.40B
,,GBP,High,Annual Budget Release,,,
,,USD,High,Building Permits,1.17M,1.20M,1.20M
,,USD,High,CPI m/m,-0.2%,-0.2%,0.0%
,,USD,High,Core CPI m/m,0.3%,0.2%,0.3%
,,USD,Medium,Housing Starts,1.18M,1.15M,1.12M
,9:15am,USD,Medium,Capacity Utilization Rate,76.7%,76.9%,77.1%
,,USD,Medium,Industrial Production m/m,-0.5%,-0.2%,0.8%
,9:30am,GBP,Low,CB Leading Index m/m,0.2%,,0.3%
,10:30am,USD,High,Crude Oil Inventories,1.3M,2.9M,3.9M
,2:00pm,USD,High,FOMC Economic Projections,,,
,,USD,High,FOMC Statement,,,
,,USD,High,Federal Funds Rate,<0.50%,<0.50%,<0.50%
,2:30pm,USD,High,FOMC Press Conference,,,
