Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Sep 6 2020,6:30pm,AUD,Low,AIG Services Index,42.5,,44.0
,9:30pm,AUD,Low,ANZ Job Advertisements m/m,1.6%,,19.1%
,11:01pm,CNY,Low,Trade Balance,417B,385B,442B
,11:13pm,CNY,Low,USD-Denominated Trade Balance,58.9B,49.8B,62.3B
Mon Sep 7 2020,1:00am,JPY,Low,Leading Indicators,86.9%,87.2%,83.8%
,2:00am,EUR,Low,German Industrial Production m/m,1.2%,4.5%,9.3%
,3:00am,CHF,Medium,Foreign Currency Reserves,848B,,847B
,3:30am,GBP,Low,Halifax HPI m/m,1.6%,1.0%,1.7%
,4:30am,EUR,Low,Sentix Investor Confidence,-8.0,-11.4,-13.4
,All Day,USD,Holiday,Bank Holiday,,,
,All Day,CAD,Holiday,Bank Holiday,,,
,7:01pm,GBP,Low,BRC Retail Sales Monitor y/y,4.7%,3.5%,4.3%
,7:30pm,JPY,Low,Average Cash Earnings y/y,-1.3%,-1.6%,-2.0%
,,JPY,Low,Household Spending y/y,-7.6%,-3.6%,-1.2%
,7:50pm,JPY,Low,Bank Lending y/y,6.7%,6.4%,6.4%
,,JPY,Low,Current Account,0.96T,1.44T,1.05T
,,JPY,Low,Final GDP q/q,-7.9%,-8.1%,-7.8%
,7:52pm,JPY,Low,Final GDP Price Index y/y,1.3%,1.5%,1.5%
,9:30pm,AUD,Medium,NAB Business Confidence,-8,,-14
Tue Sep 8 2020,1:00am,JPY,Low,Economy Watchers Sentiment,43.9,41.0,41.1
,1:30am,EUR,Low,French Final Private Payrolls q/q,-0.8%,-0.6%,-0.6%
,2:00am,EUR,Low,German Trade Balance,18.0B,14.9B,14.5B
,2:45am,EUR,Low,French Trade Balance,-7.0B,-7.0B,-8.1B
,4:00am,EUR,Low,Italian Retail Sales m/m,-2.2%,1.1%,10.2%
,5:00am,EUR,Low,Final Employment Change q/q,-2.9%,-2.8%,-2.8%
,,EUR,Low,Revised GDP q/q,-11.8%,-12.1%,-12.1%
,6:00am,USD,Low,NFIB Small Business Index,100.2,99.0,98.8
,10:00am,USD,Low,IBD/TIPP Economic Optimism,45.0,47.3,46.8
,3:00pm,USD,Low,Consumer Credit m/m,12.2B,12.9B,11.4B
,6:45pm,NZD,Low,Manufacturing Sales q/q,-11.9%,,0.0%
,7:50pm,JPY,Low,M2 Money Stock y/y,8.6%,8.2%,7.9%
,8:30pm,AUD,Low,Westpac Consumer Sentiment,18.0%,,-9.5%
,9:00pm,NZD,Low,Prelim ANZ Business Confidence,-26.0,,-41.8
,9:30pm,CNY,Low,CPI y/y,2.4%,2.4%,2.7%
,,CNY,Low,PPI y/y,-2.0%,-1.9%,-2.4%
Wed Sep 9 2020,1:45am,CHF,Low,Unemployment Rate,3.4%,3.4%,3.4%
,1:59am,JPY,Low,Prelim Machine Tool Orders y/y,-23.3%,,-31.1%
,5:35am,EUR,Low,German 10-y Bond Auction,-0.50|2.0,,-0.46|2.5
