Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun May 29 2016,7:50pm,JPY,Medium,Retail Sales y/y,-0.8%,-1.2%,-1.0%
,8:20pm,USD,Medium,FOMC Member Bullard Speaks,,,
,9:00pm,AUD,Low,HIA New Home Sales m/m,-4.7%,,8.9%
,9:30pm,AUD,Medium,Company Operating Profits q/q,-4.7%,0.5%,-3.6%
Mon May 30 2016,2:00am,EUR,Low,German Import Prices m/m,-0.1%,0.4%,0.7%
,All Day,EUR,Medium,German Prelim CPI m/m,0.3%,0.3%,-0.4%
,2:45am,EUR,Low,French Consumer Spending m/m,-0.1%,0.1%,1.1%
,,EUR,Low,French Prelim GDP q/q,0.6%,0.5%,0.5%
,3:00am,CHF,Medium,KOF Economic Barometer,102.9,102.9,102.6
,,EUR,Medium,Spanish Flash CPI y/y,-1.0%,-1.0%,-1.1%
,All Day,GBP,Holiday,Bank Holiday,,,
,5:26am,EUR,Low,Italian 10-y Bond Auction,1.42|1.4,,1.51|1.3
,All Day,USD,Holiday,Bank Holiday,,,
,8:30am,CAD,Medium,Current Account,-16.8B,-17.4B,-15.7B
,,CAD,Medium,RMPI m/m,0.7%,2.2%,4.5%
,,CAD,Low,IPPI m/m,-0.5%,0.2%,-0.6%
,6:45pm,NZD,Low,Building Consents m/m,6.6%,,-9.7%
,7:30pm,JPY,Medium,Household Spending y/y,-0.4%,-1.3%,-5.3%
,,JPY,Low,Unemployment Rate,3.2%,3.2%,3.2%
,7:50pm,JPY,Low,Prelim Industrial Production m/m,0.3%,-1.4%,3.8%
,9:00pm,NZD,Medium,ANZ Business Confidence,11.3,,6.2
,9:30pm,AUD,High,Building Approvals m/m,3.0%,-3.1%,2.9%
,,AUD,Medium,Current Account,-20.8B,-19.3B,-22.6B
,,AUD,Low,Private Sector Credit m/m,0.5%,0.5%,0.4%
Tue May 31 2016,1:00am,JPY,Low,Housing Starts y/y,9.0%,3.9%,8.4%
,2:00am,EUR,Medium,German Retail Sales m/m,-0.9%,1.0%,-1.4%
,2:45am,EUR,Low,French Prelim CPI m/m,0.4%,0.3%,0.1%
,3:55am,EUR,Medium,German Unemployment Change,-11K,-4K,-16K
,4:00am,EUR,Medium,M3 Money Supply y/y,4.6%,5.0%,5.0%
,,EUR,Low,Italian Monthly Unemployment Rate,11.7%,11.3%,11.5%
,,EUR,Low,Private Loans y/y,1.5%,1.5%,1.6%
,5:00am,EUR,Medium,CPI Flash Estimate y/y,-0.1%,-0.1%,-0.2%
,,EUR,Medium,Core CPI Flash Estimate y/y,0.8%,0.8%,0.7%
,,EUR,Low,Italian Prelim CPI m/m,0.3%,0.2%,-0.1%
