Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jun 14 2020,6:45pm,NZD,Low,FPI m/m,-0.8%,,1.0%
,,NZD,Low,Visitor Arrivals m/m,-98.9%,,-40.8%
,10:00pm,CNY,Medium,Fixed Asset Investment ytd/y,-6.3%,-6.0%,-10.3%
,,CNY,Medium,Industrial Production y/y,4.4%,5.0%,3.9%
,,CNY,Low,Retail Sales y/y,-2.8%,-2.3%,-7.5%
,10:02pm,CNY,Low,Unemployment Rate,5.9%,5.9%,6.0%
Mon Jun 15 2020,12:30am,JPY,Low,Tertiary Industry Activity m/m,-6.0%,-7.5%,-3.8%
,2:30am,CHF,Low,PPI m/m,-0.5%,-0.4%,-1.3%
,5:00am,EUR,Low,Trade Balance,1.2B,20.3B,25.5B
,8:30am,CAD,Low,Manufacturing Sales m/m,-28.5%,-20.2%,-9.8%
,,USD,Low,Empire State Manufacturing Index,-0.2,-30.0,-48.5
,11:00am,USD,Low,FOMC Member Kaplan Speaks,,,
,2:00pm,USD,High,Fed Announcement,,,
,4:00pm,USD,Low,TIC Long-Term Purchases,-128.4B,86.7B,-111.6B
,5:00pm,NZD,Low,Westpac Consumer Sentiment,97.2,,104.2
,9:30pm,AUD,Medium,Monetary Policy Meeting Minutes,,,
,,AUD,Low,HPI q/q,1.6%,2.5%,3.9%
,10:33pm,JPY,High,Monetary Policy Statement,,,
,,JPY,Low,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
Tue Jun 16 2020,1:45am,CHF,Low,SECO Economic Forecasts,,,
,1:59am,EUR,Low,German WPI m/m,-0.6%,-1.0%,-1.4%
,2:00am,EUR,Low,German Final CPI m/m,-0.1%,-0.1%,-0.1%
,,GBP,High,Claimant Count Change,528.9K,405.3K,1032.7K
,,GBP,Low,Unemployment Rate,3.9%,4.7%,3.9%
,2:02am,GBP,Low,Average Earnings Index 3m/y,1.0%,1.4%,2.3%
,2:30am,JPY,Medium,BOJ Press Conference,,,
,5:00am,EUR,Low,ZEW Economic Sentiment,58.6,53.4,46.0
,,EUR,Low,German ZEW Economic Sentiment,63.4,60.0,51.0
,6:33am,GBP,Low,10-y Bond Auction,0.22|3.3,,0.26|2.8
,8:30am,CAD,Low,Foreign Securities Purchases,49.04B,5.00B,-9.82B
,,USD,High,Core Retail Sales m/m,12.4%,5.5%,-15.2%
,,USD,High,Retail Sales m/m,17.7%,7.9%,-14.7%
,9:15am,USD,Low,Capacity Utilization Rate,64.8%,66.8%,64.0%
,,USD,Low,Industrial Production m/m,1.4%,3.0%,-12.5%
,10:00am,USD,High,Fed Chair Powell Testifies,,,
,,USD,Low,Business Inventories m/m,-1.3%,-0.8%,-0.3%
,,USD,Low,NAHB Housing Market Index,58,43,37
,10:44am,NZD,Low,GDT Price Index,1.9%,,0.1%
,3:00pm,CAD,High,BOC Gov Macklem Speaks,,,
,4:00pm,USD,Low,FOMC Member Clarida Speaks,,,
,6:45pm,NZD,Low,Current Account,1.56B,1.59B,-2.77B
