Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jun 11 2017,All Day,AUD,Holiday,Bank Holiday,,,
,7:50pm,JPY,Low,Core Machinery Orders m/m,-3.1%,0.6%,1.4%
,,JPY,Low,PPI y/y,2.1%,2.2%,2.1%
Mon Jun 12 2017,1:59am,JPY,Low,Prelim Machine Tool Orders y/y,24.4%,,34.7%
,4:00am,EUR,Low,Italian Industrial Production m/m,-0.4%,0.2%,0.4%
,4:30am,AUD,Medium,RBA Deputy Gov Debelle Speaks,,,
,1:01pm,USD,Low,10-y Bond Auction,2.20|2.5,,2.40|2.3
,1:35pm,CAD,Medium,Gov Council Member Wilkins Speaks,,,
,2:00pm,USD,Low,Federal Budget Balance,-88.4B,-87.3B,182.4B
,7:50pm,JPY,Low,BSI Manufacturing Index,-2.9,1.5,1.1
,9:30pm,AUD,Medium,NAB Business Confidence,7,,13
Tue Jun 13 2017,1:30am,EUR,Low,French Final Private Payrolls q/q,0.4%,0.3%,0.3%
,2:00am,EUR,Low,German WPI m/m,-0.7%,0.2%,0.3%
,4:30am,GBP,High,CPI y/y,2.9%,2.7%,2.7%
,,GBP,Medium,PPI Input m/m,-1.3%,-0.5%,-0.3%
,,GBP,Medium,RPI y/y,3.7%,3.5%,3.5%
,,GBP,Low,Core CPI y/y,2.6%,2.3%,2.4%
,,GBP,Low,HPI y/y,5.6%,3.7%,4.5%
,,GBP,Low,PPI Output m/m,0.1%,0.2%,0.4%
,5:00am,EUR,Medium,German ZEW Economic Sentiment,18.6,21.6,20.6
,,EUR,Low,ZEW Economic Sentiment,37.7,37.2,35.1
,5:57am,USD,Low,NFIB Small Business Index,104.5,105.2,104.5
,8:30am,USD,High,PPI m/m,0.0%,0.0%,0.5%
,,USD,Medium,Core PPI m/m,0.3%,0.2%,0.4%
,1:01pm,USD,Low,30-y Bond Auction,2.87|2.3,,3.05|2.2
,6:45pm,NZD,Medium,Current Account,0.24B,0.95B,-2.42B
,,NZD,Low,FPI m/m,2.4%,,-0.8%
,8:30pm,AUD,Low,Westpac Consumer Sentiment,-1.8%,,-1.1%
,10:00pm,CNY,High,Industrial Production y/y,6.5%,6.4%,6.5%
,,CNY,Medium,Fixed Asset Investment ytd/y,8.6%,8.8%,8.9%
