Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Feb 14 2016,6:50pm,JPY,High,Prelim GDP q/q,-0.4%,-0.3%,0.3%
,,JPY,Low,Prelim GDP Price Index y/y,1.5%,1.6%,1.8%
,7:01pm,GBP,Low,Rightmove HPI m/m,2.9%,,0.5%
,7:30pm,AUD,Low,New Motor Vehicle Sales m/m,0.5%,,-0.1%
,9:06pm,CNY,High,Trade Balance,406B,389B,382B
,9:30pm,CNY,Low,USD-Denominated Trade Balance,63.3B,60.6B,60.1B
,11:30pm,JPY,Low,Revised Industrial Production m/m,-1.7%,-1.3%,-1.4%
,11:34pm,JPY,Low,Tertiary Industry Activity m/m,-0.6%,0.1%,-0.9%
Mon Feb 15 2016,4:47am,CNY,Low,Foreign Direct Investment ytd/y,3.2%,,6.4%
,5:00am,EUR,Low,Trade Balance,21.0B,22.4B,22.6B
,6:00am,EUR,Low,German Buba Monthly Report,,,
,All Day,USD,Holiday,Bank Holiday,,,
,9:00am,EUR,High,ECB President Draghi Speaks,,,
,4:45pm,NZD,High,Retail Sales q/q,1.2%,1.4%,1.5%
,4:47pm,NZD,Medium,Core Retail Sales q/q,1.4%,1.1%,1.1%
,7:30pm,AUD,High,Monetary Policy Meeting Minutes,,,
,9:00pm,CNY,Low,M2 Money Supply y/y,14.0%,13.5%,13.3%
,,CNY,Low,New Loans,2510B,1900B,598B
,,NZD,High,Inflation Expectations q/q,1.63%,,1.85%
Tue Feb 16 2016,4:00am,EUR,Low,Italian Trade Balance,6.02B,3.87B,4.40B
,4:30am,GBP,High,CPI y/y,0.3%,0.3%,0.2%
,,GBP,Medium,PPI Input m/m,-0.7%,-1.2%,-0.3%
,,GBP,Medium,RPI y/y,1.3%,1.4%,1.2%
,,GBP,Low,Core CPI y/y,1.2%,1.3%,1.4%
,,GBP,Low,ONS HPI y/y,6.7%,7.9%,7.7%
,,GBP,Low,PPI Output m/m,-0.1%,-0.2%,-0.3%
,5:00am,EUR,High,German ZEW Economic Sentiment,1.0,0.1,10.2
,,EUR,Medium,ZEW Economic Sentiment,13.6,10.3,22.7
,8:30am,CAD,High,Manufacturing Sales m/m,1.2%,0.9%,1.2%
,,USD,Medium,Empire State Manufacturing Index,-16.6,-10.5,-19.4
,9:12am,NZD,High,GDT Price Index,-2.8%,,-7.4%
,10:00am,USD,Low,NAHB Housing Market Index,58,60,61
,4:00pm,USD,Low,TIC Long-Term Purchases,-29.4B,30.2B,31.4B
,6:30pm,AUD,Low,MI Leading Index m/m,0.0%,,-0.3%
,6:50pm,JPY,Low,Core Machinery Orders m/m,4.2%,4.6%,-14.4%
,7:30pm,USD,Medium,FOMC Member Rosengren Speaks,,,
Wed Feb 17 2016,4:30am,GBP,High,Average Earnings Index 3m/y,1.9%,1.9%,2.1%
,,GBP,High,Claimant Count Change,-14.8K,-2.9K,-15.2K
,,GBP,Medium,Unemployment Rate,5.1%,5.0%,5.1%
,5:00am,CHF,Low,Credit Suisse Economic Expectations,-5.9,,-3.0
,5:33am,EUR,Low,German 10-y Bond Auction,0.26|1.2,,0.59|1.1
,8:30am,CAD,Medium,Foreign Securities Purchases,-1.41B,-6.05B,2.94B
,,USD,High,Building Permits,1.20M,1.21M,1.20M
,,USD,High,PPI m/m,0.1%,-0.2%,-0.2%
,,USD,Medium,Core PPI m/m,0.4%,0.1%,0.1%
,,USD,Medium,Housing Starts,1.10M,1.16M,1.14M
,9:15am,USD,Medium,Capacity Utilization Rate,77.1%,76.7%,76.4%
,,USD,Medium,Industrial Production m/m,0.9%,0.3%,-0.7%
,2:00pm,USD,High,FOMC Meeting Minutes,,,
,4:45pm,NZD,High,PPI Input q/q,-1.2%,-1.0%,1.6%
,,NZD,Low,PPI Output q/q,-0.8%,-0.6%,1.3%
,6:50pm,JPY,Low,Trade Balance,0.12T,0.06T,0.02T
,7:30pm,AUD,High,Employment Change,-7.9K,12.9K,-0.8K
,,AUD,High,Unemployment Rate,6.0%,5.8%,5.8%
,,USD,Medium,FOMC Member Bullard Speaks,,,
,8:00pm,AUD,Medium,RBA Assist Gov Edey Speaks,,,
,8:30pm,CNY,Medium,CPI y/y,1.8%,1.9%,1.6%
,,CNY,Medium,PPI y/y,-5.3%,-5.5%,-5.9%
Thu Feb 18 2016,2:00am,CHF,Low,Trade Balance,3.51B,2.67B,2.59B
,2:45am,EUR,Low,French Final CPI m/m,-1.0%,-1.0%,-1.0%
,3:55am,GBP,Medium,MPC Member Cunliffe Speaks,,,
,4:00am,EUR,Low,Current Account,25.5B,22.3B,26.9B
,7:30am,EUR,Medium,ECB Monetary Policy Meeting Accounts,,,
,8:30am,CAD,Medium,Wholesale Sales m/m,2.0%,0.1%,1.9%
,,USD,High,Philly Fed Manufacturing Index,-2.8,-2.9,-3.5
,,USD,High,Unemployment Claims,262K,275K,269K
,10:00am,USD,Medium,Mortgage Delinquencies,4.77%,,4.99%
,,USD,Low,CB Leading Index m/m,-0.2%,-0.1%,-0.3%
,10:30am,USD,Low,Natural Gas Storage,-158B,-154B,-70B
,11:00am,USD,High,Crude Oil Inventories,2.1M,3.2M,-0.8M
,11:30pm,JPY,Low,All Industries Activity m/m,-0.9%,-0.3%,-1.1%
Fri Feb 19 2016,2:00am,EUR,Low,German PPI m/m,-0.7%,-0.3%,-0.5%
,4:30am,GBP,High,Retail Sales m/m,2.3%,0.8%,-1.4%
,,GBP,Medium,Public Sector Net Borrowing,-11.8B,-13.8B,7.5B
,8:30am,CAD,High,Core CPI m/m,0.3%,0.2%,-0.4%
,,CAD,High,Core Retail Sales m/m,-1.6%,-0.5%,1.0%
,,CAD,Medium,CPI m/m,0.2%,0.0%,-0.5%
,,CAD,Medium,Retail Sales m/m,-2.2%,-0.7%,1.7%
,,USD,High,CPI m/m,0.0%,-0.1%,-0.1%
,,USD,High,Core CPI m/m,0.3%,0.2%,0.1%
,,USD,Medium,FOMC Member Mester Speaks,,,
,9:30am,GBP,Low,CB Leading Index m/m,0.4%,,0.3%
,10:00am,EUR,Low,Consumer Confidence,-9,-7,-6
Sat Feb 20 2016,,,No specified,,,,
