Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Oct 30 2016,5:45pm,NZD,Low,Building Consents m/m,0.2%,,-1.5%
,7:50pm,JPY,Low,Prelim Industrial Production m/m,0.0%,0.9%,1.3%
,,JPY,Low,Retail Sales y/y,-1.9%,-1.7%,-2.2%
,8:00pm,NZD,Medium,ANZ Business Confidence,24.5,,27.9
,8:05pm,AUD,Low,MI Inflation Gauge m/m,0.2%,,0.4%
,8:30pm,AUD,Low,Private Sector Credit m/m,0.4%,0.4%,0.4%
Mon Oct 31 2016,1:00am,JPY,Low,Housing Starts y/y,10.0%,5.3%,2.5%
,3:00am,EUR,Medium,German Retail Sales m/m,-1.4%,0.2%,-0.3%
,5:30am,GBP,Medium,Net Lending to Individuals m/m,4.7B,4.6B,4.7B
,,GBP,Low,M4 Money Supply m/m,-0.4%,0.6%,1.0%
,,GBP,Low,Mortgage Approvals,63K,62K,61K
,6:00am,EUR,Medium,CPI Flash Estimate y/y,0.5%,0.5%,0.4%
,,EUR,Medium,Core CPI Flash Estimate y/y,0.8%,0.8%,0.8%
,,EUR,Medium,Prelim Flash GDP q/q,0.3%,0.3%,0.3%
,,EUR,Low,Italian Prelim CPI m/m,0.0%,0.2%,-0.2%
,8:30am,CAD,Medium,RMPI m/m,-0.1%,0.5%,-0.7%
,,CAD,Low,IPPI m/m,0.4%,0.4%,-0.4%
,,USD,Medium,Core PCE Price Index m/m,0.1%,0.1%,0.2%
,,USD,Medium,Personal Spending m/m,0.5%,0.5%,-0.1%
,,USD,Low,Personal Income m/m,0.3%,0.3%,0.2%
,9:45am,USD,Medium,Chicago PMI,50.6,54.1,54.2
,6:30pm,AUD,Low,AIG Manufacturing Index,50.9,,49.8
,8:30pm,JPY,Low,Final Manufacturing PMI,51.4,51.7,51.7
,9:00pm,CNY,High,Manufacturing PMI,51.2,50.4,50.4
,,CNY,Medium,Non-Manufacturing PMI,54.0,,53.7
,9:45pm,CNY,High,Caixin Manufacturing PMI,51.2,50.2,50.1
,10:55pm,JPY,High,BOJ Outlook Report,,,
,,JPY,High,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
,,JPY,High,Monetary Policy Statement,,,
,11:30pm,AUD,High,Cash Rate,1.50%,1.50%,1.50%
,,AUD,High,RBA Rate Statement,,,
Tue Nov 1 2016,1:30am,AUD,Low,Commodity Prices y/y,16.0%,,3.9%
,2:30am,JPY,High,BOJ Press Conference,,,
,All Day,EUR,Holiday,French Bank Holiday,,,
,All Day,EUR,Holiday,Italian Bank Holiday,,,
,4:15am,CHF,Low,Retail Sales y/y,-2.3%,-2.3%,-2.8%
,4:30am,CHF,Low,Manufacturing PMI,54.7,53.9,53.2
,5:30am,GBP,High,Final Manufacturing PMI,54.3,54.6,55.5
,8:30am,CAD,High,GDP m/m,0.2%,0.2%,0.4%
,9:30am,CAD,Low,Manufacturing PMI,51.1,,50.3
,9:45am,USD,Low,Final Manufacturing PMI,53.4,53.3,53.2
,10:00am,USD,High,ISM Manufacturing PMI,51.9,51.8,51.5
,,USD,Low,Construction Spending m/m,-0.4%,0.5%,-0.5%
,,USD,Low,IBD/TIPP Economic Optimism,51.4,48.7,51.3
