Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jul 8 2018,7:50pm,JPY,Low,Bank Lending y/y,2.2%,2.0%,2.0%
,,JPY,Low,Current Account,1.85T,1.18T,1.89T
,8:30pm,JPY,High,BOJ Gov Kuroda Speaks,,,
Mon Jul 9 2018,1:02am,JPY,Low,Economy Watchers Sentiment,48.1,48.2,47.1
,1:45am,CHF,Low,Unemployment Rate,2.6%,2.5%,2.7%
,2:00am,EUR,Low,German Trade Balance,20.3B,20.3B,19.0B
,3:50am,GBP,Medium,MPC Member Broadbent Speaks,,,
,4:30am,EUR,Low,Sentix Investor Confidence,12.1,9.0,9.3
,9:00am,EUR,High,ECB President Draghi Speaks,,,
,11:00am,EUR,High,ECB President Draghi Speaks,,,
,3:00pm,USD,Low,Consumer Credit m/m,24.6B,12.2B,10.3B
,7:01pm,GBP,Low,BRC Retail Sales Monitor y/y,1.1%,1.0%,2.8%
,7:50pm,JPY,Low,M2 Money Stock y/y,3.2%,3.2%,3.2%
,9:30pm,AUD,Medium,NAB Business Confidence,6,,7
,,CNY,Medium,CPI y/y,1.9%,1.9%,1.8%
,,CNY,Low,PPI y/y,4.7%,4.5%,4.1%
Tue Jul 10 2018,1:59am,JPY,Low,Prelim Machine Tool Orders y/y,11.4%,,14.9%
,2:45am,EUR,Low,French Industrial Production m/m,-0.2%,0.7%,-0.5%
,4:00am,EUR,Low,Italian Industrial Production m/m,0.7%,0.9%,-1.3%
,4:30am,GBP,High,GDP m/m,0.3%,,
,,GBP,High,Manufacturing Production m/m,0.4%,1.0%,-1.3%
,,GBP,Medium,Goods Trade Balance,-12.4B,-11.9B,-12.4B
,,GBP,Low,Construction Output m/m,2.9%,0.4%,0.0%
,,GBP,Low,Index of Services 3m/3m,0.4%,0.4%,0.2%
,,GBP,Low,Industrial Production m/m,-0.4%,0.5%,-1.0%
,5:00am,EUR,Medium,German ZEW Economic Sentiment,-24.7,-17.9,-16.1
,,EUR,Low,ZEW Economic Sentiment,-18.7,-13.2,-12.6
,5:10am,USD,Low,NFIB Small Business Index,107.2,105.6,107.8
,8:15am,CAD,Low,Housing Starts,248K,195K,194K
,8:30am,CAD,Low,Building Permits m/m,4.7%,0.1%,-4.7%
,10:00am,USD,Low,JOLTS Job Openings,6.64M,6.88M,6.84M
,7:50pm,JPY,Low,Core Machinery Orders m/m,-3.7%,-5.2%,10.1%
,,JPY,Low,PPI y/y,2.8%,2.8%,2.7%
,8:30pm,AUD,Low,Westpac Consumer Sentiment,3.9%,,0.3%
,9:30pm,AUD,Low,Home Loans m/m,1.1%,-1.9%,-0.9%
Wed Jul 11 2018,12:30am,JPY,Low,Tertiary Industry Activity m/m,0.1%,-0.4%,1.0%
,3:00am,EUR,High,ECB President Draghi Speaks,,,
,5:36am,EUR,Low,German 10-y Bond Auction,0.36|1.6,,0.48|1.1
,8:01am,GBP,Low,NIESR GDP Estimate,0.4%,,0.2%
,8:30am,USD,Medium,Core PPI m/m,0.3%,0.2%,0.3%
,,USD,Medium,PPI m/m,0.3%,0.2%,0.5%
,10:00am,CAD,High,BOC Monetary Policy Report,,,
,,CAD,High,BOC Rate Statement,,,
,,CAD,High,Overnight Rate,1.50%,1.50%,1.25%
,,USD,Low,Final Wholesale Inventories m/m,0.6%,0.5%,0.5%
,10:30am,USD,High,Crude Oil Inventories,-12.6M,-4.1M,1.2M
,11:15am,CAD,High,BOC Press Conference,,,
,11:35am,GBP,High,BOE Gov Carney Speaks,,,
,1:01pm,USD,Low,10-y Bond Auction,2.86|2.6,,2.96|2.6
,4:30pm,USD,Medium,FOMC Member Williams Speaks,,,
,6:45pm,NZD,Low,FPI m/m,0.5%,,0.0%
,7:01pm,GBP,Low,RICS House Price Balance,2%,-3%,-2%
,9:00pm,AUD,Low,MI Inflation Expectations,3.9%,,4.2%
Thu Jul 12 2018,2:00am,EUR,Low,German Final CPI m/m,0.1%,0.1%,0.1%
,2:45am,EUR,Low,French Final CPI m/m,0.0%,0.1%,0.1%
,3:11am,CNY,Low,Foreign Direct Investment ytd/y,1.1%,,1.3%
,4:30am,GBP,Medium,BOE Credit Conditions Survey,,,
,5:00am,EUR,Low,Industrial Production m/m,1.3%,1.2%,-0.8%
,All Day,EUR,Low,Eurogroup Meetings,,,
,6:00am,EUR,Medium,EU Economic Forecasts,,,
,7:30am,EUR,High,ECB Monetary Policy Meeting Accounts,,,
,8:30am,CAD,Medium,NHPI m/m,0.0%,0.1%,0.0%
,,USD,High,CPI m/m,0.1%,0.2%,0.2%
,,USD,High,Core CPI m/m,0.2%,0.2%,0.2%
,,USD,Medium,Unemployment Claims,214K,226K,232K
,10:30am,USD,Low,Natural Gas Storage,51B,55B,78B
,1:01pm,USD,Low,30-y Bond Auction,2.96|2.3,,3.10|2.4
,1:30pm,USD,High,Fed Chair Powell Speaks,,,
,2:00pm,USD,Low,Federal Budget Balance,-74.9B,-92.3B,-146.8B
,6:30pm,NZD,Medium,BusinessNZ Manufacturing Index,52.8,,54.4
,11:01pm,CNY,Medium,Trade Balance,262B,188B,157B
,11:03pm,CNY,Low,USD-Denominated Trade Balance,41.6B,27.9B,24.9B
Fri Jul 13 2018,12:30am,JPY,Low,Revised Industrial Production m/m,-0.2%,-0.2%,-0.2%
,2:00am,EUR,Low,German WPI m/m,0.5%,0.4%,0.8%
,3:15am,CHF,Low,PPI m/m,0.2%,0.2%,0.2%
,4:30am,CNY,Low,M2 Money Supply y/y,8.0%,8.4%,8.3%
,,CNY,Low,New Loans,1840B,1570B,1150B
,All Day,EUR,Low,ECOFIN Meetings,,,
,7:30am,GBP,Medium,MPC Member Cunliffe Speaks,,,
,8:30am,USD,Low,Import Prices m/m,-0.4%,0.1%,0.9%
,10:00am,USD,Medium,Prelim UoM Consumer Sentiment,97.1,98.1,98.2
,,USD,Low,Revised UoM Inflation Expectations,2.9%,,3.0%
,11:00am,USD,Low,Fed Monetary Policy Report,,,
,11:30am,USD,Medium,FOMC Member Bostic Speaks,,,
Sat Jul 14 2018,,,No specified,,,,
