Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun May 28 2017,All Day,CNY,Holiday,Bank Holiday,,,
Mon May 29 2017,All Day,GBP,Holiday,Bank Holiday,,,
,4:00am,EUR,Medium,M3 Money Supply y/y,4.9%,5.2%,5.3%
,,EUR,Low,Private Loans y/y,2.4%,2.5%,2.4%
,All Day,USD,Holiday,Bank Holiday,,,
,9:00am,EUR,High,ECB President Draghi Speaks,,,
,6:45pm,NZD,Low,Building Consents m/m,-7.6%,,-1.2%
,7:30pm,JPY,Low,Household Spending y/y,-1.4%,-0.7%,-1.3%
,,JPY,Low,Unemployment Rate,2.8%,2.8%,2.8%
,7:50pm,JPY,Low,Retail Sales y/y,3.2%,2.2%,2.1%
,All Day,CNY,Holiday,Bank Holiday,,,
,9:30pm,AUD,Medium,Building Approvals m/m,4.4%,3.2%,-10.3%
Tue May 30 2017,1:00am,JPY,Low,BOJ Core CPI y/y,0.2%,0.1%,-0.1%
,2:00am,EUR,Low,German Import Prices m/m,-0.1%,0.2%,-0.5%
,All Day,EUR,Medium,German Prelim CPI m/m,-0.2%,-0.1%,0.0%
,2:45am,EUR,Low,French Consumer Spending m/m,0.5%,0.8%,-0.1%
,,EUR,Low,French Prelim GDP q/q,0.4%,0.3%,0.3%
,3:00am,CHF,Medium,KOF Economic Barometer,101.6,106.2,106.3
,,EUR,Medium,Spanish Flash CPI y/y,1.9%,2.1%,2.6%
,5:16am,EUR,Low,Italian 10-y Bond Auction,2.15|1.5,,2.29|1.3
,8:30am,CAD,Medium,Current Account,-14.1B,-11.4B,-11.8B
,,CAD,Medium,RMPI m/m,1.6%,3.8%,-1.7%
,,CAD,Low,IPPI m/m,0.6%,0.7%,0.8%
,,USD,Medium,Core PCE Price Index m/m,0.2%,0.1%,-0.1%
,,USD,Medium,Personal Spending m/m,0.4%,0.4%,0.3%
,,USD,Low,Personal Income m/m,0.4%,0.4%,0.2%
,9:00am,USD,Low,S&P/CS Composite-20 HPI y/y,5.9%,5.6%,5.9%
,10:00am,USD,High,CB Consumer Confidence,117.9,120.1,119.4
,5:00pm,NZD,High,RBNZ Financial Stability Report,,,
,7:01pm,GBP,Low,BRC Shop Price Index y/y,-0.4%,,-0.5%
,,GBP,Low,GfK Consumer Confidence,-5,-8,-7
,7:50pm,JPY,Low,Prelim Industrial Production m/m,4.0%,4.2%,-1.9%
,8:47pm,CNY,Medium,Non-Manufacturing PMI,54.5,,54.0
,8:55pm,CNY,Medium,Manufacturing PMI,51.2,51.0,51.2
,9:00pm,NZD,Medium,ANZ Business Confidence,14.9,,11.0
,9:30pm,AUD,Low,Private Sector Credit m/m,0.4%,0.4%,0.4%
Wed May 31 2017,1:00am,JPY,Low,Housing Starts y/y,1.9%,-1.4%,0.2%
,2:00am,CHF,Low,UBS Consumption Indicator,1.48,,1.44
,,EUR,Medium,German Retail Sales m/m,-0.2%,0.4%,0.2%
,2:45am,EUR,Low,French Prelim CPI m/m,0.1%,0.2%,0.1%
,3:55am,EUR,Low,German Unemployment Change,-9K,-14K,-15K
,4:00am,CHF,Low,Credit Suisse Economic Expectations,30.8,,22.2
,,EUR,Low,Italian Monthly Unemployment Rate,11.1%,11.6%,11.5%
,4:30am,GBP,Medium,Net Lending to Individuals m/m,4.3B,4.5B,4.7B
,,GBP,Low,M4 Money Supply m/m,1.2%,0.4%,0.3%
,,GBP,Low,Mortgage Approvals,65K,66K,66K
,5:00am,EUR,Medium,CPI Flash Estimate y/y,1.4%,1.5%,1.9%
,,EUR,Medium,Core CPI Flash Estimate y/y,0.9%,1.0%,1.2%
,,EUR,Low,Italian Prelim CPI m/m,-0.2%,-0.2%,0.4%
,,EUR,Low,Unemployment Rate,9.3%,9.4%,9.4%
,8:00am,USD,Medium,FOMC Member Kaplan Speaks,,,
,8:30am,CAD,High,GDP m/m,0.5%,0.3%,0.0%
,9:45am,USD,Medium,Chicago PMI,59.4,57.0,58.3
,10:00am,USD,Medium,Pending Home Sales m/m,-1.3%,0.7%,-0.9%
,2:00pm,USD,Low,Beige Book,,,
,6:45pm,NZD,Low,Overseas Trade Index q/q,5.1%,4.0%,5.8%
,7:30pm,AUD,Low,AIG Manufacturing Index,54.8,,59.2
,7:50pm,JPY,Low,Capital Spending q/y,4.5%,3.9%,3.8%
,8:30pm,JPY,Low,Final Manufacturing PMI,53.1,52.0,52.0
,9:30pm,AUD,High,Private Capital Expenditure q/q,0.3%,0.4%,-1.0%
,,AUD,High,Retail Sales m/m,1.0%,0.3%,-0.2%
,9:45pm,CNY,Medium,Caixin Manufacturing PMI,49.6,50.2,50.3
,11:45pm,JPY,Low,10-y Bond Auction,0.05|3.6,,0.03|3.8
Thu Jun 1 2017,1:45am,CHF,Low,GDP q/q,0.3%,0.5%,0.2%
,2:00am,GBP,Low,Nationwide HPI m/m,-0.2%,0.2%,-0.4%
,2:30am,AUD,Low,Commodity Prices y/y,32.6%,,40.5%
,3:15am,CHF,Low,Retail Sales y/y,-1.2%,2.4%,2.1%
,,EUR,Medium,Spanish Manufacturing PMI,55.4,54.9,54.5
,3:30am,CHF,Low,Manufacturing PMI,55.6,57.8,57.4
,3:45am,EUR,Low,Italian Manufacturing PMI,55.1,56.1,56.2
,3:50am,EUR,Low,French Final Manufacturing PMI,53.8,54.0,54.0
,3:55am,EUR,Low,German Final Manufacturing PMI,59.5,59.4,59.4
,4:00am,EUR,Low,Final Manufacturing PMI,57.0,57.0,57.0
,4:30am,GBP,High,Final Manufacturing PMI,56.7,56.5,57.3
,4:59am,EUR,Low,French 10-y Bond Auction,0.72|1.8,,0.81|2.0
,5:34am,GBP,Low,10-y Bond Auction,1.14|2.1,,1.13|2.0
,7:30am,USD,Low,Challenger Job Cuts y/y,9.7%,,-42.9%
,8:15am,USD,High,ADP Non-Farm Employment Change,253K,181K,174K
,8:30am,USD,High,Unemployment Claims,248K,239K,235K
