Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Apr 1 2018,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,AUD,Holiday,Bank Holiday,,,
,7:50pm,JPY,Low,Tankan Manufacturing Index,24,25,26
,,JPY,Low,Tankan Non-Manufacturing Index,23,24,25
,8:30pm,JPY,Low,Final Manufacturing PMI,53.1,53.2,53.2
,9:00pm,AUD,Low,MI Inflation Gauge m/m,0.1%,,-0.1%
,9:45pm,CNY,Medium,Caixin Manufacturing PMI,51.0,51.8,51.6
Mon Apr 2 2018,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,EUR,Holiday,French Bank Holiday,,,
,All Day,EUR,Holiday,German Bank Holiday,,,
,All Day,EUR,Holiday,Italian Bank Holiday,,,
,All Day,GBP,Holiday,Bank Holiday,,,
,9:30am,CAD,Low,Manufacturing PMI,55.7,,55.6
,9:45am,USD,Low,Final Manufacturing PMI,55.6,55.7,55.7
,10:00am,USD,High,ISM Manufacturing PMI,59.3,60.1,60.8
,,USD,Low,Construction Spending m/m,0.1%,0.4%,0.0%
,,USD,Low,ISM Manufacturing Prices,78.1,72.5,74.2
,6:30pm,AUD,Low,AIG Manufacturing Index,63.1,,57.5
,7:50pm,JPY,Low,Monetary Base y/y,9.1%,9.6%,9.4%
,9:30pm,AUD,Low,ANZ Job Advertisements m/m,0.0%,,-0.4%
,11:45pm,JPY,Low,10-y Bond Auction,0.03|4.2,,0.06|4.5
Tue Apr 3 2018,12:30am,AUD,High,RBA Rate Statement,,,
,,AUD,Medium,Cash Rate,1.50%,1.50%,1.50%
,2:00am,EUR,Medium,German Retail Sales m/m,-0.7%,0.7%,-0.3%
,2:30am,AUD,Low,Commodity Prices y/y,-2.1%,,-2.8%
,3:00am,EUR,Low,Spanish Unemployment Change,-47.7K,-47.5K,-6.3K
,3:15am,CHF,Low,Retail Sales y/y,-0.2%,-0.7%,-0.4%
,,EUR,Low,Spanish Manufacturing PMI,54.8,54.7,56.0
,3:30am,CHF,Low,Manufacturing PMI,60.3,64.3,65.5
,3:45am,EUR,Low,Italian Manufacturing PMI,55.1,55.6,56.8
,3:50am,EUR,Low,French Final Manufacturing PMI,53.7,53.6,53.6
,3:55am,EUR,Low,German Final Manufacturing PMI,58.2,58.4,58.4
,4:00am,EUR,Low,Final Manufacturing PMI,56.6,56.6,56.6
,4:30am,GBP,High,Final Manufacturing PMI,55.1,54.8,55.0
,10:05am,USD,Low,IBD/TIPP Economic Optimism,52.6,55.2,55.6
,10:33am,NZD,Medium,GDT Price Index,-0.6%,,-1.2%
,All Day,USD,Low,Total Vehicle Sales,17.5M,16.9M,17.1M
,All Day,USD,Low,Wards Total Vehicle Sales,17.4M,16.9M,17.0M
,4:30pm,USD,Medium,FOMC Member Brainard Speaks,,,
,7:01pm,GBP,Low,BRC Shop Price Index y/y,-1.0%,,-0.8%
,9:30pm,AUD,High,Retail Sales m/m,0.6%,0.3%,0.2%
,,AUD,Medium,Building Approvals m/m,-6.2%,-5.1%,17.2%
,9:45pm,CNY,Medium,Caixin Services PMI,52.3,54.5,54.2
Wed Apr 4 2018,4:00am,EUR,Low,Italian Monthly Unemployment Rate,10.9%,11.0%,11.1%
,4:30am,GBP,High,Construction PMI,47.0,50.9,51.4
,5:00am,EUR,Medium,CPI Flash Estimate y/y,1.4%,1.4%,1.1%
,,EUR,Medium,Core CPI Flash Estimate y/y,1.0%,1.1%,1.0%
,,EUR,Low,Unemployment Rate,8.5%,8.5%,8.6%
,8:15am,USD,High,ADP Non-Farm Employment Change,241K,208K,246K
,9:45am,USD,Low,Final Services PMI,54.0,54.3,54.1
,10:00am,USD,High,ISM Services PMI,58.8,59.0,59.5
,,USD,Low,Factory Orders m/m,1.2%,1.7%,-1.3%
,10:30am,USD,High,Crude Oil Inventories,-4.6M,1.4M,1.6M
,11:00am,USD,Medium,FOMC Member Mester Speaks,,,
,6:30pm,AUD,Low,AIG Services Index,56.9,,54.0
,All Day,CNY,Holiday,Bank Holiday,,,
,9:00pm,NZD,Low,ANZ Commodity Prices m/m,1.2%,,2.8%
,9:30pm,AUD,High,Trade Balance,0.83B,0.68B,0.95B
Thu Apr 5 2018,2:00am,EUR,Low,German Factory Orders m/m,0.3%,1.6%,-3.5%
,3:15am,CHF,Low,CPI m/m,0.4%,0.2%,0.4%
,,EUR,Low,Spanish Services PMI,56.2,56.2,57.3
,3:45am,EUR,Low,Italian Services PMI,52.6,53.9,55.0
,3:50am,EUR,Low,French Final Services PMI,56.9,56.8,56.8
,3:55am,EUR,Low,German Final Services PMI,53.9,54.2,54.2
,4:00am,EUR,Low,Final Services PMI,54.9,55.0,55.0
,4:30am,GBP,High,Final Services PMI,51.7,53.9,54.5
,4:57am,EUR,Low,Spanish 10-y Bond Auction,1.15|1.5,,1.36|1.3
,5:00am,EUR,Low,PPI m/m,0.1%,0.0%,0.4%
,,EUR,Low,Retail Sales m/m,0.1%,0.6%,-0.3%
,5:03am,EUR,Low,French 10-y Bond Auction,0.74|1.9,,0.90|1.9
,7:30am,USD,Low,Challenger Job Cuts y/y,39.4%,,-4.3%
,8:30am,CAD,High,Trade Balance,-2.7B,-2.1B,-1.9B
,,USD,Medium,Unemployment Claims,242K,225K,218K
,,USD,Low,Trade Balance,-57.6B,-56.9B,-56.7B
