Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Sep 23 2018,All Day,All,Medium,OPEC-JMMC Meetings,,,
,All Day,JPY,Holiday,Bank Holiday,,,
,All Day,CNY,Holiday,Bank Holiday,,,
Mon Sep 24 2018,4:00am,EUR,Medium,German ifo Business Climate,103.7,103.2,103.9
,6:00am,GBP,Low,CBI Industrial Order Expectations,-1,5,7
,8:30am,CAD,Low,Wholesale Sales m/m,1.5%,0.4%,-0.9%
,8:58am,EUR,Low,Belgian NBB Business Climate,1.2,-0.5,-0.3
,9:00am,EUR,High,ECB President Draghi Speaks,,,
,7:50pm,JPY,Low,Monetary Policy Meeting Minutes,,,
,,JPY,Low,SPPI y/y,1.3%,1.1%,1.1%
Tue Sep 25 2018,1:35am,JPY,High,BOJ Gov Kuroda Speaks,,,
,2:00am,EUR,Low,German WPI m/m,0.3%,0.2%,0.1%
,4:40am,GBP,Medium,MPC Member Vlieghe Speaks,,,
,9:00am,USD,Low,HPI m/m,0.2%,0.2%,0.3%
,,USD,Low,S&P/CS Composite-20 HPI y/y,5.9%,6.2%,6.4%
,10:00am,USD,High,CB Consumer Confidence,138.4,132.2,134.7
,,USD,Low,Richmond Manufacturing Index,29,22,24
,6:45pm,NZD,Medium,Trade Balance,-1484M,-930M,-196M
,9:00pm,NZD,High,ANZ Business Confidence,-38.3,,-50.3
Wed Sep 26 2018,1:00am,JPY,Low,BOJ Core CPI y/y,0.5%,0.6%,0.5%
,4:00am,CHF,Low,Credit Suisse Economic Expectations,-30.8,,-14.3
,4:30am,GBP,Low,High Street Lending,39.4K,39.7K,39.6K
,6:00am,GBP,Low,CBI Realized Sales,23,18,29
,9:00am,CHF,Low,SNB Quarterly Bulletin,,,
,,CNY,Low,CB Leading Index m/m,0.7%,,1.6%
,10:00am,USD,Low,New Home Sales,629K,630K,608K
,10:30am,USD,High,Crude Oil Inventories,1.9M,-0.7M,-2.1M
,2:00pm,USD,High,FOMC Economic Projections,,,
,,USD,High,FOMC Statement,,,
,,USD,High,Federal Funds Rate,<2.25%,<2.25%,<2.00%
,2:30pm,USD,High,FOMC Press Conference,,,
,5:00pm,NZD,High,Official Cash Rate,1.75%,1.75%,1.75%
,,NZD,High,RBNZ Rate Statement,,,
Thu Sep 27 2018,2:00am,EUR,Low,German GfK Consumer Climate,10.6,10.6,10.5
,All Day,EUR,Medium,German Prelim CPI m/m,0.4%,0.1%,0.1%
,4:00am,EUR,Medium,M3 Money Supply y/y,3.5%,3.8%,4.0%
,,EUR,Low,ECB Economic Bulletin,,,
,,EUR,Low,Private Loans y/y,3.1%,3.1%,3.0%
,5:23am,EUR,Low,Italian 10-y Bond Auction,2.90|1.4,,3.25|1.4
,8:30am,USD,High,Core Durable Goods Orders m/m,0.1%,0.4%,0.1%
,,USD,High,Final GDP q/q,4.2%,4.2%,4.2%
,,USD,Medium,Durable Goods Orders m/m,4.5%,1.9%,-1.2%
,,USD,Low,Final GDP Price Index q/q,3.0%,3.0%,3.0%
,,USD,Low,Goods Trade Balance,-75.8B,-70.6B,-72.0B
,,USD,Low,Prelim Wholesale Inventories m/m,0.8%,0.3%,0.6%
,,USD,Low,Unemployment Claims,214K,208K,202K
,9:30am,EUR,High,ECB President Draghi Speaks,,,
,10:00am,GBP,High,BOE Gov Carney Speaks,,,
,,USD,Low,Pending Home Sales m/m,-1.8%,-0.2%,-0.8%
,10:30am,USD,Low,Natural Gas Storage,46B,64B,86B
,4:30pm,USD,High,Fed Chair Powell Speaks,,,
,5:45pm,CAD,High,BOC Gov Poloz Speaks,,,
,6:45pm,NZD,Low,Building Consents m/m,7.8%,,-10.8%
,7:01pm,GBP,Low,GfK Consumer Confidence,-9,-8,-7
,7:30pm,JPY,Low,Tokyo Core CPI y/y,1.0%,0.9%,0.9%
,,JPY,Low,Unemployment Rate,2.4%,2.5%,2.5%
,7:50pm,JPY,Low,BOJ Summary of Opinions,,,
,,JPY,Low,Prelim Industrial Production m/m,0.7%,1.5%,-0.2%
,,JPY,Low,Retail Sales y/y,2.7%,2.2%,1.5%
,9:30pm,AUD,Low,Private Sector Credit m/m,0.5%,0.4%,0.4%
Fri Sep 28 2018,1:00am,JPY,Low,Housing Starts y/y,1.6%,0.4%,-0.7%
,2:45am,EUR,Low,French Consumer Spending m/m,0.8%,0.3%,0.0%
,,EUR,Low,French Prelim CPI m/m,-0.2%,-0.1%,0.5%
,3:00am,CHF,Medium,KOF Economic Barometer,102.2,100.1,98.9
,,EUR,Medium,Spanish Flash CPI y/y,2.2%,2.2%,2.2%
,3:55am,EUR,Low,German Unemployment Change,-23K,-9K,-10K
,4:30am,GBP,High,Current Account,-20.3B,-19.4B,-15.7B
,,GBP,Medium,Final GDP q/q,0.4%,0.4%,0.4%
,,GBP,Low,Revised Business Investment q/q,-0.7%,0.5%,0.5%
,5:00am,EUR,Medium,CPI Flash Estimate y/y,2.1%,2.1%,2.0%
,,EUR,Medium,Core CPI Flash Estimate y/y,0.9%,1.1%,1.0%
,,EUR,Low,Italian Prelim CPI m/m,-0.4%,-0.2%,0.4%
,8:30am,CAD,High,GDP m/m,0.2%,0.1%,0.0%
,,CAD,Medium,RMPI m/m,-4.6%,0.8%,0.7%
,,CAD,Low,IPPI m/m,-0.5%,0.6%,-0.2%
,,USD,Medium,Core PCE Price Index m/m,0.0%,0.1%,0.2%
,,USD,Medium,Personal Spending m/m,0.3%,0.3%,0.4%
,,USD,Low,Personal Income m/m,0.3%,0.4%,0.3%
,9:20am,GBP,Medium,MPC Member Ramsden Speaks,,,
,9:45am,USD,Medium,Chicago PMI,60.4,62.3,63.6
,10:00am,USD,Medium,Revised UoM Consumer Sentiment,100.1,100.5,100.8
,,USD,Low,Revised UoM Inflation Expectations,2.7%,,2.8%
Sat Sep 29 2018,10:00am,NZD,Holiday,Daylight Saving Time Shift,,,
,9:00pm,CNY,Medium,Manufacturing PMI,50.8,51.2,51.3
,,CNY,Medium,Non-Manufacturing PMI,54.9,54.1,54.2
,9:45pm,CNY,Low,Caixin Manufacturing PMI,50.0,50.5,50.6
