Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Mar 25 2018,5:45pm,NZD,Medium,Trade Balance,217M,-100M,-655M
Mon Mar 26 2018,4:30am,GBP,Low,High Street Lending,38.1K,39.2K,40.0K
,5:30am,EUR,Medium,German Buba President Weidmann Speaks,,,
,12:30pm,USD,Medium,FOMC Member Dudley Speaks,,,
,4:30pm,USD,Medium,FOMC Member Mester Speaks,,,
,7:10pm,USD,Medium,FOMC Member Quarles Speaks,,,
,7:50pm,JPY,Low,SPPI y/y,0.6%,0.7%,0.7%
,8:45pm,AUD,Medium,RBA Assist Gov Kent Speaks,,,
,9:15pm,AUD,Low,HIA New Home Sales m/m,-0.7%,,-2.1%
Tue Mar 27 2018,1:00am,JPY,Low,BOJ Core CPI y/y,0.8%,0.7%,0.8%
,2:00am,EUR,Low,German Import Prices m/m,-0.6%,-0.3%,0.5%
,3:00am,EUR,Medium,Spanish Flash CPI y/y,1.2%,1.5%,1.1%
,4:00am,EUR,Medium,M3 Money Supply y/y,4.2%,4.6%,4.5%
,,EUR,Low,Private Loans y/y,2.9%,3.0%,2.9%
,4:30am,GBP,Low,FPC Meeting Minutes,,,
,9:00am,USD,Low,S&P/CS Composite-20 HPI y/y,6.4%,6.1%,6.3%
,10:00am,USD,High,CB Consumer Confidence,127.7,131.2,130.0
,,USD,Low,Richmond Manufacturing Index,15,23,28
,11:00am,USD,Medium,FOMC Member Bostic Speaks,,,
,8:00pm,NZD,High,ANZ Business Confidence,-20.0,,-19.0
Wed Mar 28 2018,2:00am,EUR,Low,German GfK Consumer Climate,10.9,10.7,10.8
,4:00am,CHF,Medium,Credit Suisse Economic Expectations,16.7,,25.8
,5:21am,EUR,Low,Italian 10-y Bond Auction,1.83|1.3,,2.06|1.4
,6:00am,GBP,Low,CBI Realized Sales,-8,7,8
,8:30am,USD,High,Final GDP q/q,2.9%,2.7%,2.5%
,,USD,Low,Final GDP Price Index q/q,2.3%,2.3%,2.3%
,,USD,Low,Goods Trade Balance,-75.4B,-74.4B,-75.3B
,,USD,Low,Prelim Wholesale Inventories m/m,1.1%,0.6%,0.8%
,10:00am,USD,Low,Pending Home Sales m/m,3.1%,2.1%,-5.0%
,10:30am,USD,High,Crude Oil Inventories,1.6M,0.5M,-2.6M
,12:00pm,USD,Medium,FOMC Member Bostic Speaks,,,
,5:45pm,NZD,Low,Building Consents m/m,5.7%,,0.0%
,7:01pm,GBP,Low,GfK Consumer Confidence,-7,-10,-10
,7:50pm,JPY,Low,Retail Sales y/y,1.6%,1.7%,1.5%
,8:30pm,AUD,Low,Private Sector Credit m/m,0.4%,0.3%,0.2%
Thu Mar 29 2018,2:00am,GBP,Low,Nationwide HPI m/m,-0.2%,0.2%,-0.4%
,All Day,EUR,Medium,German Prelim CPI m/m,0.4%,0.5%,0.5%
,3:00am,CHF,Medium,KOF Economic Barometer,106.0,107.3,108.4
,3:55am,EUR,Low,German Unemployment Change,-19K,-15K,-23K
,4:30am,GBP,High,Current Account,-18.4B,-24.0B,-19.2B
,,GBP,Medium,Final GDP q/q,0.4%,0.4%,0.4%
,,GBP,Medium,Net Lending to Individuals m/m,5.4B,4.8B,4.8B
,,GBP,Low,Index of Services 3m/3m,0.6%,0.6%,0.4%
,,GBP,Low,M4 Money Supply m/m,-0.3%,1.3%,1.5%
,,GBP,Low,Mortgage Approvals,64K,66K,67K
,,GBP,Low,Revised Business Investment q/q,0.3%,0.0%,0.0%
,8:30am,CAD,High,GDP m/m,-0.1%,0.1%,0.2%
,,CAD,Medium,RMPI m/m,-0.3%,2.8%,3.4%
,,CAD,Low,IPPI m/m,0.1%,0.4%,0.4%
,,USD,Medium,Core PCE Price Index m/m,0.2%,0.2%,0.3%
,,USD,Medium,Personal Spending m/m,0.2%,0.2%,0.2%
,,USD,Medium,Unemployment Claims,215K,230K,229K
,,USD,Low,Personal Income m/m,0.4%,0.4%,0.4%
,9:45am,USD,Medium,Chicago PMI,57.4,62.1,61.9
,10:00am,USD,Medium,Revised UoM Consumer Sentiment,101.4,101.9,102.0
,,USD,Low,Revised UoM Inflation Expectations,2.8%,,2.9%
,10:30am,USD,Low,Natural Gas Storage,-63B,-75B,-86B
,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,AUD,Holiday,Bank Holiday,,,
,7:30pm,JPY,Low,Tokyo Core CPI y/y,0.8%,0.9%,0.9%
,,JPY,Low,Unemployment Rate,2.5%,2.6%,2.4%
,7:50pm,JPY,Low,Prelim Industrial Production m/m,4.1%,5.1%,-6.8%
Fri Mar 30 2018,1:00am,JPY,Low,Housing Starts y/y,-2.6%,-4.1%,-13.2%
,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,EUR,Holiday,German Bank Holiday,,,
,2:45am,EUR,Low,French Consumer Spending m/m,2.4%,2.2%,-1.9%
,,EUR,Low,French Prelim CPI m/m,1.0%,0.8%,0.0%
,All Day,GBP,Holiday,Bank Holiday,,,
,5:00am,EUR,Low,Italian Prelim CPI m/m,0.4%,0.1%,0.0%
,All Day,CAD,Holiday,Bank Holiday,,,
,9:00pm,CNY,Medium,Manufacturing PMI,51.5,50.5,50.3
,,CNY,Medium,Non-Manufacturing PMI,54.6,54.5,54.4
Sat Mar 31 2018,10:00am,NZD,Holiday,Daylight Saving Time Shift,,,
,12:00pm,AUD,Holiday,Daylight Saving Time Shift,,,
