Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun May 10 2020,7:50pm,JPY,Low,BOJ Summary of Opinions,,,
,9:00pm,NZD,High,Prelim ANZ Business Confidence,-45.6,,-66.6
Mon May 11 2020,3:32am,CNY,Low,New Loans,1700B,1300B,2850B
,3:33am,CNY,Low,M2 Money Supply y/y,11.1%,10.3%,10.1%
,4:00am,EUR,Low,Italian Industrial Production m/m,-28.4%,-20.0%,-1.0%
,9:30pm,AUD,Medium,NAB Business Confidence,-46,,-65
,,CNY,Low,CPI y/y,3.3%,3.7%,4.3%
,,CNY,Low,PPI y/y,-3.1%,-2.6%,-1.5%
,11:35pm,JPY,Low,10-y Bond Auction,0.00|4.1,,0.02|4.2
Tue May 12 2020,1:00am,JPY,Low,Leading Indicators,83.8%,84.3%,91.7%
,6:00am,USD,Low,NFIB Small Business Index,90.9,86.7,96.4
,8:30am,USD,High,CPI m/m,-0.8%,-0.7%,-0.4%
,,USD,High,Core CPI m/m,-0.4%,-0.2%,-0.1%
,10:00am,USD,Low,FOMC Member Harker Speaks,,,
,,USD,Low,FOMC Member Quarles Speaks,,,
,,USD,Low,Mortgage Delinquencies,4.36%,,3.77%
,1:01pm,USD,Low,10-y Bond Auction,0.70|2.7,,0.78|2.4
,2:00pm,USD,Low,Federal Budget Balance,-737.9B,-729.7B,-119.1B
,5:00pm,USD,Low,FOMC Member Mester Speaks,,,
,7:01pm,GBP,Low,BRC Retail Sales Monitor y/y,5.7%,-15.0%,-3.5%
,7:50pm,JPY,Low,Bank Lending y/y,3.0%,2.0%,2.0%
,,JPY,Low,Current Account,0.94T,1.29T,2.35T
,8:30pm,AUD,Low,Westpac Consumer Sentiment,16.4%,,-17.7%
,9:30pm,AUD,Medium,Wage Price Index q/q,0.5%,0.5%,0.5%
,10:00pm,NZD,High,Official Cash Rate,0.25%,0.25%,0.25%
,,NZD,High,RBNZ Monetary Policy Statement,,,
,,NZD,High,RBNZ Rate Statement,,,
,11:00pm,NZD,High,RBNZ Press Conference,,,
Wed May 13 2020,1:02am,JPY,Low,Economy Watchers Sentiment,7.9,10.1,14.2
,2:00am,GBP,High,Prelim GDP q/q,-2.0%,-2.6%,0.0%
,,GBP,Medium,GDP m/m,-5.8%,-7.9%,-0.2%
,,GBP,Low,Construction Output m/m,-5.9%,-7.1%,-2.1%
,,GBP,Low,Index of Services 3m/3m,-1.9%,-2.5%,0.2%
,2:02am,GBP,Medium,Manufacturing Production m/m,-4.6%,-6.0%,0.3%
,,GBP,Low,Goods Trade Balance,-12.5B,-10.0B,-9.8B
,,GBP,Low,Industrial Production m/m,-4.2%,-5.5%,-0.1%
,,GBP,Low,Prelim Business Investment q/q,0.0%,-3.0%,-0.5%
,5:00am,EUR,Low,Industrial Production m/m,-11.3%,-12.3%,-0.1%
,5:35am,EUR,Low,German 30-y Bond Auction,-0.13|2.5,,-0.09|1.9
,8:30am,USD,Medium,Core PPI m/m,-0.3%,-0.1%,0.2%
,,USD,Medium,PPI m/m,-1.3%,-0.5%,-0.2%
,9:00am,USD,High,Fed Chair Powell Speaks,,,
,9:10am,GBP,Low,NIESR GDP Estimate,-11.8%,,-2.0%
,10:30am,USD,Low,Crude Oil Inventories,-0.7M,4.1M,4.6M
,1:05pm,USD,Low,30-y Bond Auction,1.34|2.3,,1.33|2.4
,4:10pm,NZD,High,RBNZ Gov Orr Speaks,,,
,6:45pm,NZD,Low,Visitor Arrivals m/m,-40.9%,,-10.5%
,7:01pm,GBP,Low,RICS House Price Balance,-21%,-25%,9%
,7:50pm,JPY,Low,M2 Money Stock y/y,3.7%,3.4%,3.3%
,9:00pm,AUD,Low,MI Inflation Expectations,3.4%,,4.6%
,9:30pm,AUD,High,Employment Change,-594.3K,-575.0K,0.7K
,,AUD,High,Unemployment Rate,6.2%,8.3%,5.2%
,10:00pm,NZD,High,Annual Budget Release,,,
,11:35pm,JPY,Low,30-y Bond Auction,0.45|3.7,,0.43|3.5
Thu May 14 2020,1:59am,JPY,Low,Prelim Machine Tool Orders y/y,-48.3%,,-40.7%
,2:00am,EUR,Low,German Final CPI m/m,0.4%,0.3%,0.3%
,,EUR,Low,German WPI m/m,-1.4%,-0.3%,-0.4%
,2:30am,CHF,Low,PPI m/m,-1.3%,-1.3%,-0.3%
,3:13am,CNY,Low,Foreign Direct Investment ytd/y,-6.1%,,-10.8%
