Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jun 3 2018,All Day,NZD,Holiday,Bank Holiday,,,
,7:50pm,JPY,Low,Monetary Base y/y,8.1%,7.4%,7.8%
,9:00pm,AUD,Low,MI Inflation Gauge m/m,0.0%,,0.5%
,9:30pm,AUD,High,Retail Sales m/m,0.4%,0.3%,0.0%
,,AUD,Medium,Company Operating Profits q/q,5.9%,3.1%,2.8%
,,AUD,Low,ANZ Job Advertisements m/m,1.5%,,-0.3%
Mon Jun 4 2018,3:00am,EUR,Low,Spanish Unemployment Change,-83.7K,-105.7K,-86.7K
,4:30am,EUR,Low,Sentix Investor Confidence,9.3,18.6,19.2
,,GBP,High,Construction PMI,52.5,52.0,52.5
,5:00am,EUR,Low,PPI m/m,0.0%,0.2%,0.1%
,10:00am,USD,Low,Factory Orders m/m,-0.8%,-0.4%,1.7%
,1:00pm,GBP,Medium,MPC Member Tenreyro Speaks,,,
,6:30pm,AUD,Low,AIG Services Index,59.0,,55.2
,7:01pm,GBP,Low,BRC Retail Sales Monitor y/y,2.8%,2.5%,-4.2%
,7:30pm,JPY,Low,Household Spending y/y,-1.3%,0.8%,-0.7%
,9:30pm,AUD,Medium,Current Account,-10.5B,-9.9B,-14.7B
,9:45pm,CNY,Medium,Caixin Services PMI,52.9,52.9,52.9
,11:35pm,JPY,Low,10-y Bond Auction,0.05|4.4,,0.05|4.2
Tue Jun 5 2018,12:30am,AUD,High,RBA Rate Statement,,,
,,AUD,Medium,Cash Rate,1.50%,1.50%,1.50%
,2:45am,EUR,Low,French Gov Budget Balance,-54.3B,,-33.1B
,3:15am,EUR,Low,Spanish Services PMI,56.4,56.4,55.6
,3:45am,EUR,Low,Italian Services PMI,53.1,52.9,52.6
,3:50am,EUR,Low,French Final Services PMI,54.3,54.3,54.3
,3:55am,EUR,Low,German Final Services PMI,52.1,52.1,52.1
,4:00am,EUR,Low,Final Services PMI,53.8,53.9,53.9
,4:30am,GBP,High,Final Services PMI,54.0,52.9,52.8
,5:00am,EUR,Low,Retail Sales m/m,0.1%,0.5%,0.4%
,6:00am,GBP,Medium,MPC Member Cunliffe Speaks,,,
,8:30am,CAD,Medium,Labor Productivity q/q,-0.3%,0.3%,0.2%
,9:45am,USD,Low,Final Services PMI,56.8,55.7,55.7
