Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Mar 5 2017,4:45pm,NZD,Low,Building Consents m/m,0.8%,,-7.9%
,7:00pm,AUD,Low,MI Inflation Gauge m/m,-0.3%,,0.6%
,7:30pm,AUD,High,Retail Sales m/m,0.4%,0.4%,-0.1%
,,AUD,Low,ANZ Job Advertisements m/m,-0.7%,,3.9%
Mon Mar 6 2017,4:10am,EUR,Low,Retail PMI,49.9,,50.1
,4:30am,EUR,Low,Sentix Investor Confidence,20.7,18.8,17.4
,6:30am,GBP,Medium,MPC Member Hogg Speaks,,,
,10:00am,USD,Medium,Factory Orders m/m,1.2%,1.1%,1.3%
,3:00pm,USD,Medium,FOMC Member Kashkari Speaks,,,
,5:30pm,AUD,Low,AIG Construction Index,53.1,,47.7
,7:01pm,GBP,Low,BRC Retail Sales Monitor y/y,-0.4%,,-0.6%
,10:30pm,AUD,High,Cash Rate,1.50%,1.50%,1.50%
,,AUD,High,RBA Rate Statement,,,
,10:45pm,JPY,Low,30-y Bond Auction,0.82|3.1,,0.91|3.2
Tue Mar 7 2017,12:00am,JPY,Low,BOJ Core CPI y/y,0.2%,0.2%,0.1%
,2:00am,EUR,Medium,German Factory Orders m/m,-7.4%,-2.5%,5.2%
,2:45am,EUR,Low,French Gov Budget Balance,-5.4B,,-69.0B
,3:00am,CHF,Low,Foreign Currency Reserves,668B,,644B
,3:30am,GBP,Medium,Halifax HPI m/m,0.1%,0.4%,-1.1%
,5:00am,EUR,Low,Revised GDP q/q,0.4%,0.4%,0.4%
,8:30am,CAD,High,Trade Balance,0.8B,0.2B,0.4B
,,USD,Medium,Trade Balance,-48.5B,-47.0B,-44.3B
,8:43am,NZD,High,GDT Price Index,-6.3%,,-3.2%
,10:00am,CAD,Medium,Ivey PMI,55.0,58.9,57.2
,,USD,Low,IBD/TIPP Economic Optimism,55.3,57.1,56.4
,3:00pm,USD,Low,Consumer Credit m/m,8.8B,19.1B,14.8B
,4:45pm,NZD,Low,Manufacturing Sales q/q,0.8%,,1.1%
,6:50pm,JPY,Medium,Final GDP q/q,0.3%,0.4%,0.2%
,,JPY,Low,Bank Lending y/y,2.8%,2.7%,2.5%
,,JPY,Low,Current Account,1.26T,1.46T,1.66T
,,JPY,Low,Final GDP Price Index y/y,-0.1%,-0.1%,-0.1%
