Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jun 2 2019,All Day,NZD,Holiday,Bank Holiday,,,
,6:30pm,AUD,Low,AIG Manufacturing Index,52.7,,54.8
,7:50pm,JPY,Low,Capital Spending q/y,6.1%,2.6%,5.7%
,8:30pm,JPY,Low,Final Manufacturing PMI,49.8,49.7,49.6
,9:30pm,AUD,Medium,Company Operating Profits q/q,1.7%,2.9%,2.8%
,,AUD,Low,ANZ Job Advertisements m/m,-8.4%,,0.2%
,9:33pm,AUD,Low,MI Inflation Gauge m/m,0.0%,,0.2%
,9:45pm,CNY,High,Caixin Manufacturing PMI,50.2,50.0,50.2
Mon Jun 3 2019,2:30am,AUD,Low,Commodity Prices y/y,12.6%,,15.1%
,,CHF,Low,CPI m/m,0.3%,0.3%,0.2%
,3:15am,EUR,Low,Spanish Manufacturing PMI,50.1,51.4,51.8
,3:30am,CHF,Low,Manufacturing PMI,48.6,49.1,48.5
,3:45am,EUR,Low,Italian Manufacturing PMI,49.7,48.5,49.1
,3:50am,EUR,Low,French Final Manufacturing PMI,50.6,50.6,50.6
,3:55am,EUR,Low,German Final Manufacturing PMI,44.3,44.3,44.3
,4:00am,EUR,Low,Final Manufacturing PMI,47.7,47.7,47.7
,4:30am,GBP,Medium,Final Manufacturing PMI,49.4,52.5,53.1
,9:10am,USD,Medium,FOMC Member Quarles Speaks,,,
,9:30am,CAD,Low,Manufacturing PMI,49.1,,49.7
,9:45am,USD,Low,Final Manufacturing PMI,50.5,50.8,50.6
,10:00am,USD,High,ISM Manufacturing PMI,52.1,53.0,52.8
,,USD,Low,Construction Spending m/m,0.0%,0.5%,0.1%
,,USD,Low,ISM Manufacturing Prices,53.2,51.5,50.0
,All Day,USD,Low,Wards Total Vehicle Sales,17.3M,16.8M,16.4M
,1:25pm,USD,Medium,FOMC Member Bullard Speaks,,,
,6:45pm,NZD,Low,Overseas Trade Index q/q,1.0%,0.5%,-3.2%
,7:01pm,GBP,Low,BRC Retail Sales Monitor y/y,-3.0%,0.9%,3.7%
,7:50pm,JPY,Low,Monetary Base y/y,3.6%,3.2%,3.1%
,9:30pm,AUD,High,Retail Sales m/m,-0.1%,0.2%,0.3%
,,AUD,Medium,Current Account,-2.9B,-2.9B,-6.3B
,11:35pm,JPY,Low,10-y Bond Auction,-0.11|4.0,,-0.06|4.4
Tue Jun 4 2019,12:30am,AUD,High,Cash Rate,1.25%,1.25%,1.50%
,,AUD,High,RBA Rate Statement,,,
,2:45am,EUR,Low,French Gov Budget Balance,-67.2B,,-40.7B
,3:00am,EUR,Low,Spanish Unemployment Change,-84.1K,-67.0K,-91.5K
,4:00am,EUR,Low,Italian Monthly Unemployment Rate,10.2%,10.3%,10.2%
,4:30am,GBP,Low,Construction PMI,48.6,50.6,50.5
,5:00am,EUR,Medium,CPI Flash Estimate y/y,1.2%,1.4%,1.7%
,,EUR,Medium,Core CPI Flash Estimate y/y,0.8%,1.0%,1.3%
,,EUR,Low,Unemployment Rate,7.6%,7.7%,7.7%
,5:30am,AUD,High,RBA Gov Lowe Speaks,,,
,8:30am,USD,Medium,FOMC Member Williams Speaks,,,
,9:55am,USD,High,Fed Chair Powell Speaks,,,
,10:00am,USD,Low,Factory Orders m/m,-0.8%,-1.0%,1.3%
,10:13am,NZD,Low,GDT Price Index,-3.4%,,-1.2%
,6:30pm,AUD,Low,AIG Services Index,52.5,,46.5
,9:30pm,AUD,High,GDP q/q,0.4%,0.4%,0.2%
,9:45pm,CNY,Low,Caixin Services PMI,52.7,54.3,54.5
Wed Jun 5 2019,3:15am,EUR,Low,Spanish Services PMI,52.8,52.5,53.1
,3:45am,EUR,Low,Italian Services PMI,50.0,49.9,50.4
,,GBP,Medium,MPC Member Ramsden Speaks,,,
,3:50am,EUR,Low,French Final Services PMI,51.5,51.7,51.7
,3:55am,EUR,Low,German Final Services PMI,55.4,55.0,55.0
,4:00am,EUR,Low,Final Services PMI,52.9,52.5,52.5
,4:30am,GBP,Medium,Final Services PMI,51.0,50.6,50.4
,5:00am,EUR,Low,PPI m/m,-0.3%,0.4%,-0.1%
,,EUR,Low,Retail Sales m/m,-0.4%,-0.5%,0.0%
,8:15am,USD,Medium,ADP Non-Farm Employment Change,27K,185K,271K
,8:30am,CAD,Low,Labor Productivity q/q,0.3%,0.4%,-0.4%
,9:45am,USD,Medium,FOMC Member Clarida Speaks,,,
,,USD,Low,Final Services PMI,50.9,50.9,50.9
,10:00am,USD,High,ISM Services PMI,56.9,55.6,55.5
,,USD,Medium,FOMC Member Bowman Speaks,,,
,10:30am,USD,Low,Crude Oil Inventories,6.8M,-1.7M,-0.3M
,2:00pm,USD,Low,Beige Book,,,
,9:00pm,NZD,Low,ANZ Commodity Prices m/m,0.0%,,2.6%
,9:30pm,AUD,Medium,Trade Balance,4.87B,5.05B,4.89B
Thu Jun 6 2019,2:00am,EUR,Low,German Factory Orders m/m,0.3%,0.1%,0.8%
,4:25am,JPY,High,BOJ Gov Kuroda Speaks,,,
,5:00am,EUR,Low,Final Employment Change q/q,0.3%,0.3%,0.3%
,,EUR,Low,Revised GDP q/q,0.4%,0.4%,0.4%
,,GBP,High,BOE Gov Carney Speaks,,,
,5:12am,EUR,Low,French 10-y Bond Auction,0.14|2.6,,0.37|3.1
,7:30am,USD,Low,Challenger Job Cuts y/y,85.9%,,10.9%
,7:45am,EUR,High,Monetary Policy Statement,,,
,,EUR,Medium,Main Refinancing Rate,0.00%,0.00%,0.00%
,8:30am,CAD,High,Trade Balance,-1.0B,-2.8B,-2.3B
,,EUR,High,ECB Press Conference,,,
,,USD,Low,Revised Nonfarm Productivity q/q,3.4%,3.6%,3.6%
,,USD,Low,Revised Unit Labor Costs q/q,-1.6%,-0.9%,-0.9%
,,USD,Low,Trade Balance,-50.8B,-50.5B,-51.9B
,,USD,Low,Unemployment Claims,218K,215K,218K
,10:00am,CAD,Low,Ivey PMI,55.9,56.2,55.9
,10:30am,USD,Low,Natural Gas Storage,119B,110B,114B
,1:00pm,USD,Medium,FOMC Member Williams Speaks,,,
,6:30pm,AUD,Low,AIG Construction Index,40.4,,42.6
,7:30pm,JPY,Low,Average Cash Earnings y/y,-0.1%,-0.7%,-1.3%
,,JPY,Low,Household Spending y/y,1.3%,2.7%,2.1%
,All Day,CNY,Holiday,Bank Holiday,,,
,9:30pm,AUD,Low,Home Loans m/m,-1.2%,-0.2%,-2.3%
Fri Jun 7 2019,1:00am,JPY,Low,Leading Indicators,95.5%,96.1%,95.9%
,1:45am,CHF,Low,Unemployment Rate,2.4%,2.4%,2.4%
,2:00am,EUR,Low,German Industrial Production m/m,-1.9%,-0.4%,0.5%
,,EUR,Low,German Trade Balance,17.0B,18.7B,20.0B
,2:45am,EUR,Low,French Industrial Production m/m,0.4%,0.3%,-1.1%
,,EUR,Low,French Trade Balance,-5.0B,-4.9B,-5.5B
,3:00am,CHF,Low,Foreign Currency Reserves,760B,,772B
,3:30am,GBP,Low,Halifax HPI m/m,0.5%,-0.2%,1.2%
,4:00am,EUR,Low,Italian Retail Sales m/m,0.0%,0.2%,-0.3%
,4:30am,GBP,Low,Consumer Inflation Expectations,3.1%,,3.2%
,8:30am,CAD,High,Employment Change,27.7K,5.0K,106.5K
,,CAD,High,Unemployment Rate,5.4%,5.7%,5.7%
,,CAD,Low,Capacity Utilization Rate,80.9%,81.0%,81.8%
,,USD,High,Average Hourly Earnings m/m,0.2%,0.3%,0.2%
,,USD,High,Non-Farm Employment Change,75K,177K,224K
,,USD,High,Unemployment Rate,3.6%,3.6%,3.6%
,10:00am,USD,Low,Final Wholesale Inventories m/m,0.8%,0.7%,0.7%
,3:00pm,USD,Low,Consumer Credit m/m,17.5B,11.5B,11.0B
Sat Jun 8 2019,,,No specified,,,,
