Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
Sun Jan 1 2017,All Day,NZD,Holiday,Bank Holiday,,,
,All Day,AUD,Holiday,Bank Holiday,,,
,All Day,JPY,Holiday,Bank Holiday,,,
,All Day,CNY,Holiday,Bank Holiday,,,
Mon Jan 2 2017,All Day,CHF,Holiday,Bank Holiday,,,
,All Day,GBP,Holiday,Bank Holiday,,,
,3:15am,EUR,Medium,Spanish Manufacturing PMI,55.3,54.6,54.5
,3:45am,EUR,Low,Italian Manufacturing PMI,53.2,52.3,52.2
,3:50am,EUR,Low,French Final Manufacturing PMI,53.5,53.5,53.5
,3:55am,EUR,Low,German Final Manufacturing PMI,55.6,55.5,55.5
,4:00am,EUR,Low,Final Manufacturing PMI,54.9,54.9,54.9
,All Day,CAD,Holiday,Bank Holiday,,,
,All Day,USD,Holiday,Bank Holiday,,,
,All Day,NZD,Holiday,Bank Holiday,,,
,5:30pm,AUD,Low,AIG Manufacturing Index,55.4,,54.2
,All Day,JPY,Holiday,Bank Holiday,,,
,8:45pm,CNY,High,Caixin Manufacturing PMI,51.9,50.9,50.9
Tue Jan 3 2017,12:33am,AUD,Low,Commodity Prices y/y,45.5%,,28.7%
,All Day,EUR,Medium,German Prelim CPI m/m,0.7%,0.6%,0.1%
,2:45am,EUR,Low,French Prelim CPI m/m,0.3%,0.5%,0.0%
,3:30am,CHF,Low,Manufacturing PMI,56.0,56.1,56.6
,3:55am,EUR,Medium,German Unemployment Change,-17K,-5K,-6K
,4:30am,GBP,High,Final Manufacturing PMI,56.1,53.3,53.6
,9:09am,NZD,High,GDT Price Index,-3.9%,,-0.5%
,9:30am,CAD,Low,Manufacturing PMI,51.8,,51.5
,9:45am,USD,Low,Final Manufacturing PMI,54.3,54.2,54.2
,10:00am,USD,High,ISM Manufacturing PMI,54.7,53.7,53.2
,,USD,Low,Construction Spending m/m,0.9%,0.5%,0.6%
,,USD,Low,ISM Manufacturing Prices,65.5,55.6,54.5
,7:01pm,GBP,Low,BRC Shop Price Index y/y,-1.4%,,-1.7%
,7:30pm,JPY,Low,Final Manufacturing PMI,52.4,51.9,51.9
Wed Jan 4 2017,3:00am,EUR,Medium,Spanish Unemployment Change,-86.8K,-44.2K,24.8K
,3:15am,EUR,Low,Spanish Services PMI,55.0,54.8,55.1
,3:45am,EUR,Low,Italian Services PMI,52.3,52.7,53.3
,3:50am,EUR,Low,French Final Services PMI,52.9,52.6,52.6
,3:55am,EUR,Low,German Final Services PMI,54.3,53.8,53.8
,4:00am,EUR,Low,Final Services PMI,53.7,53.1,53.1
,4:30am,GBP,High,Construction PMI,54.2,52.6,52.8
,,GBP,Medium,Net Lending to Individuals m/m,5.1B,4.9B,4.9B
,,GBP,Low,M4 Money Supply m/m,0.4%,1.4%,1.1%
,,GBP,Low,Mortgage Approvals,68K,69K,67K
,5:00am,EUR,Medium,CPI Flash Estimate y/y,1.1%,1.0%,0.6%
,,EUR,Medium,Core CPI Flash Estimate y/y,0.9%,0.8%,0.8%
,,EUR,Low,Italian Prelim CPI m/m,0.4%,0.3%,-0.1%
,All Day,USD,Low,Wards Total Vehicle Sales,18.3M,17.7M,17.6M
,All Day,USD,Low,Total Vehicle Sales,18.4M,17.8M,17.9M
,2:00pm,USD,High,FOMC Meeting Minutes,,,
,5:30pm,AUD,Low,AIG Services Index,57.7,,51.1
,6:50pm,JPY,Low,Monetary Base y/y,23.1%,22.3%,21.5%
,8:45pm,CNY,Medium,Caixin Services PMI,53.4,53.3,53.1
,10:45pm,JPY,Low,10-y Bond Auction,0.06|3.6,,0.03|3.8
Thu Jan 5 2017,3:15am,CHF,Low,CPI m/m,-0.1%,-0.1%,-0.2%
,4:10am,EUR,Low,Retail PMI,50.4,,48.6
